"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/01/2017","38","Ozone","Calexico-Ethel Street","06-025-0005","AQS","2","38","9","12","8"
"01/02/2017","56","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","13","24","39","56","25"
"01/03/2017","70","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","16","22","42","70","25"
"01/04/2017","90","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","8","26","55","90","38"
"01/05/2017","56","PM10","Brawley-220 Main Street","06-025-0007","AQS","8","31","56","46","25"
"01/06/2017","50","PM10","El Centro-9th Street","06-025-1003","AQS","5","38","50","26","32"
"01/07/2017","59","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","9","36","42","59","31"
"01/08/2017","49","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","7","36","32","49","27"
"01/09/2017","63","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","10","29","51","63","30"
"01/10/2017","52","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","10","34","35","52","32"
"01/11/2017","35","Ozone","Calexico-Ethel Street","06-025-0005","AQS","2","35","20","14","11"
"01/12/2017","44","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","6","20","35","44","26"
"01/13/2017","32","Ozone","Calexico-Ethel Street","06-025-0005","AQS","3","32","10","11","10"
"01/14/2017","33","Ozone","Calexico-Ethel Street","06-025-0005","AQS","2","33","8","9","8"
"01/15/2017","43","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","7","35","25","43","27"
"01/16/2017","53","PM2.5","El Centro-9th Street","06-025-1003","AQS","7","28","27","53","24"
"01/17/2017","35","PM10","Calexico-Ethel Street","06-025-0005","AQS","9","34","35","31","29"
"01/18/2017","65","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","15","28","54","65","38"
"01/19/2017","35","PM2.5","El Centro-9th Street","06-025-1003","AQS","5","33","19","35","10"
