"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/01/2001","105","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","49","28","87","105","."
"01/02/2001","49","CO","El Centro-9th Street","06-025-1003","AQS","49","33",".",".","."
"01/03/2001","42","CO","El Centro-9th Street","06-025-1003","AQS","42","36",".",".","."
"01/04/2001","62","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","53","27",".","62","."
"01/05/2001","62","CO","Calexico-Ethel Street","06-025-0005","AQS","62","14",".",".","."
"01/06/2001","148","CO","Calexico-Ethel Street","06-025-0005","AQS","148","47",".",".","."
"01/07/2001","153","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","69","40","124","153","."
"01/08/2001","66","CO","Calexico-Ethel Street","06-025-0005","AQS","66","19",".",".","."
"01/09/2001","55","CO","Calexico-Ethel Street","06-025-0005","AQS","55","34",".",".","."
"01/10/2001","138","CO","Calexico-Ethel Street","06-025-0005","AQS","138","36","65","132","."
"01/11/2001","50","CO","El Centro-9th Street","06-025-1003","AQS","50","31",".",".","."
"01/12/2001","50","CO","El Centro-9th Street","06-025-1003","AQS","50","28",".",".","."
"01/13/2001","79","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","61","30","34","79","."
"01/14/2001","63","CO","El Centro-9th Street","06-025-1003","AQS","63","34",".",".","."
"01/15/2001","55","CO","El Centro-9th Street","06-025-1003","AQS","55","35",".",".","."
"01/16/2001","48","CO","El Centro-9th Street","06-025-1003","AQS","48","32",".","21","."
"01/17/2001","50","CO","El Centro-9th Street","06-025-1003","AQS","50","36",".",".","."
"01/18/2001","60","CO","PORT OF ENTRY BETWEEN MEXICO AND USA. SCHEDULED TO OPEN 8/96","06-025-0006","AQS","60","37",".",".","."
"01/19/2001","70","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","65","27","61","70","."
