"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/01/2005","56","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","7","43",".","56","29"
"01/02/2005","46","NO2","Calexico-Ethel Street","06-025-0005","AQS","17","35",".",".","46"
"01/03/2005","34","NO2","Calexico-Ethel Street","06-025-0005","AQS","22","26",".",".","34"
"01/04/2005","35","Ozone","Niland-English Road","06-025-4004","AQS","8","35","12","25","30"
"01/05/2005","39","NO2","Calexico-Ethel Street","06-025-0005","AQS","13","34",".",".","39"
"01/06/2005","52","NO2","Calexico-Ethel Street","06-025-0005","AQS","25","31",".",".","52"
"01/07/2005","62","NO2","Calexico-Ethel Street","06-025-0005","AQS","60","26",".",".","62"
"01/08/2005","31","Ozone","Niland-English Road","06-025-4004","AQS","8","31",".",".","30"
"01/09/2005","26","Ozone","Niland-English Road","06-025-4004","AQS","8","26",".",".","25"
"01/10/2005","80","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","10","24","51","80","42"
"01/11/2005","51","Ozone","Calexico-Ethel Street","06-025-0005","AQS","10","51",".",".","24"
"01/12/2005","39","Ozone","Westmorland","06-025-4003","AQS","13","39",".",".","39"
"01/13/2005","39","NO2","Calexico-Ethel Street","06-025-0005","AQS","15","29",".","38","39"
"01/14/2005","50","NO2","Calexico-Ethel Street","06-025-0005","AQS","15","30",".",".","50"
"01/15/2005","35","NO2","Calexico-Ethel Street","06-025-0005","AQS","16","31",".",".","35"
"01/16/2005","38","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","10","33","34","38","29"
"01/17/2005","37","NO2","Calexico-Ethel Street","06-025-0005","AQS","15","32",".",".","37"
"01/18/2005","37","NO2","Calexico-Ethel Street","06-025-0005","AQS","9","32",".",".","37"
"01/19/2005","38","NO2","Calexico-Ethel Street","06-025-0005","AQS","9","33",".","23","38"
"01/20/2005","51","NO2","Calexico-Ethel Street","06-025-0005","AQS","20","26",".",".","51"
"01/21/2005","52","NO2","Calexico-Ethel Street","06-025-0005","AQS","25","23",".",".","52"
"01/22/2005","87","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","13","29","40","87","30"
"01/23/2005","40","Ozone","El Centro-9th Street","06-025-1003","AQS","13","40",".",".","30"
"01/24/2005","40","NO2","Calexico-Ethel Street","06-025-0005","AQS","14","33",".",".","40"
"01/25/2005","87","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","16","29",".","87","55"
"01/26/2005","36","NO2","Calexico-Ethel Street","06-025-0005","AQS","18","31","17",".","36"
"01/27/2005","42","NO2","Calexico-Ethel Street","06-025-0005","AQS","20","40",".",".","42"
"01/28/2005","50","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","24","37","41","50","33"
"01/29/2005","42","Ozone","Calexico-Ethel Street","06-025-0005","AQS","6","42",".",".","8"
"01/30/2005","40","Ozone","Westmorland","06-025-4003","AQS","3","40",".",".","27"
"01/31/2005","42","Ozone","Westmorland","06-025-4003","AQS","3","42",".","17","31"
"02/01/2005","42","NO2","Calexico-Ethel Street","06-025-0005","AQS","7","37",".",".","42"
"02/02/2005","43","Ozone","Niland-English Road","06-025-4004","AQS","7","43",".",".","27"
"02/03/2005","43","Ozone","Niland-English Road","06-025-4004","AQS","5","43","31","25","37"
"02/04/2005","40","Ozone","El Centro-9th Street","06-025-1003","AQS","6","40",".",".","40"
"02/05/2005","60","NO2","Calexico-Ethel Street","06-025-0005","AQS","15","44",".",".","60"
"02/06/2005","60","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","40","44",".","60","44"
"02/07/2005","41","Ozone","El Centro-9th Street","06-025-1003","AQS","13","41",".",".","35"
"02/08/2005","44","Ozone","PORT OF ENTRY BETWEEN MEXICO AND USA. SCHEDULED TO OPEN 8/96","06-025-0006","AQS","7","44",".",".","41"
