"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/01/2015","175","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","23","38","46","175","26"
"01/02/2015","155","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","23","37","37","155","36"
"01/03/2015","136","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","28","37","54","136","42"
"01/04/2015","79","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","18","42","47","79","25"
"01/05/2015","62","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","15","35","41","62","34"
"01/06/2015","60","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","17","31","30","60","31"
"01/07/2015","59","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","28","28","35","59","31"
"01/08/2015","77","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","32","18","38","77","51"
"01/09/2015","104","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","44","32","45","104","56"
"01/10/2015","87","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","16","35","41","87","33"
"01/11/2015","72","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","9","27","24","72","21"
"01/12/2015","59","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","20","28","43","59","29"
"01/13/2015","44","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","25","31","17","44","23"
"01/14/2015","58","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","18","30","18","58","30"
"01/15/2015","32","NO2","El Centro-9th Street","06-025-1003","AQS","18","30","22","26","32"
"01/16/2015","57","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","20","32","23","57","34"
"01/17/2015","51","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","22","33","25","51","33"
"01/18/2015","60","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","14","33","31","60","34"
"01/19/2015","52","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","14","31","32","52","30"
"01/20/2015","59","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","10","30","40","59","40"
"01/21/2015","33","Ozone","Calexico-Ethel Street","06-025-0005","AQS","9","33","29","30","20"
"01/22/2015","52","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","11","36","35","52","31"
"01/23/2015","86","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","25","30","44","86","32"
"01/24/2015","58","PM10","Niland-English Road","06-025-4004","AQS","8","33","58","44","25"
"01/25/2015","55","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","11","33","18","55","28"
"01/26/2015","56","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","13","19","10","56","25"
"01/27/2015","48","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","6","27","15","48","22"
"01/28/2015","42","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","6","26","21","42","23"
"01/29/2015","52","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","16","20","24","52","25"
"01/30/2015","45","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","15","27","14","45","24"
"01/31/2015","40","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","9","26","9","40","19"
"02/01/2015","52","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","16","34","7","52","30"
"02/02/2015","57","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","22","32","22","57","38"
"02/03/2015","69","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","24","40","68","69","51"
"02/04/2015","107","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","22","41","38","107","44"
"02/05/2015","74","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","23","46","58","74","42"
"02/06/2015","102","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","20","46","42","102","74"
"02/07/2015","98","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","20","43","33","98","57"
"02/08/2015","55","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","13","36","29","55","28"
"02/09/2015","54","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","10","32","32","54","34"
"02/10/2015","42","Ozone","El Centro-9th Street","06-025-1003","AQS","10","42","23","40","40"
"02/11/2015","56","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","5","38","24","56","36"
"02/12/2015","37","Ozone","El Centro-9th Street","06-025-1003","AQS","8","37","21","34","20"
"02/13/2015","77","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","30","43","37","77","49"
"02/14/2015","67","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","33","46","37","67","46"
"02/15/2015","74","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","16","51","31","74","27"
"02/16/2015","62","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","6","34","21","62","25"
"02/17/2015","54","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","6","37","28","54","34"
"02/18/2015","62","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","17","44","38","62","40"
"02/19/2015","74","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","22","74","66","74","49"
"02/20/2015","75","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","15","37","53","75","52"
"02/21/2015","85","PM10","Niland-English Road","06-025-4004","AQS","15","42","85","74","28"
"02/22/2015","67","PM10","Niland-English Road","06-025-4004","AQS","3","37","67","32","8"
"02/23/2015","42","Ozone","Calexico-Ethel Street","06-025-0005","AQS","3","42","27","25","7"
"02/24/2015","41","Ozone","Niland-English Road","06-025-4004","AQS","5","41","26","40","31"
"02/25/2015","75","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","19","45","35","75","43"
"02/26/2015","80","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","24","46","49","80","34"
"02/27/2015","82","PM10","Brawley-220 Main Street","06-025-0007","AQS","13","45","82","67","32"
"02/28/2015","54","PM10","Niland-English Road","06-025-4004","AQS","1","39","54","24","2"
"03/01/2015","34","Ozone","El Centro-9th Street","06-025-1003","AQS","2","34","6","22","7"
"03/02/2015","36","Ozone","El Centro-9th Street","06-025-1003","AQS","3","36","7","28","19"
