"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/01/2002","52","CO","PORT OF ENTRY BETWEEN MEXICO AND USA. SCHEDULED TO OPEN 8/96","06-025-0006","AQS","52","32",".",".","50"
"01/02/2002","128","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","74","34","73","128","43"
"01/03/2002","42","NO2","El Centro-9th Street","06-025-1003","AQS","17","37",".",".","42"
"01/04/2002","42","NO2","El Centro-9th Street","06-025-1003","AQS","15","37",".",".","42"
"01/05/2002","59","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","34","33",".","59","57"
"01/06/2002","40","NO2","El Centro-9th Street","06-025-1003","AQS","34","30",".",".","40"
"01/07/2002","42","NO2","El Centro-9th Street","06-025-1003","AQS","23","27",".",".","42"
"01/08/2002","66","PM10","Calexico-Grant Street","06-025-0004","AQS","44","21","66","52","53"
"01/09/2002","80","CO","PORT OF ENTRY BETWEEN MEXICO AND USA. SCHEDULED TO OPEN 8/96","06-025-0006","AQS","80","25",".",".","52"
"01/10/2002","42","Ozone","Niland-English Road","06-025-4004","AQS","15","42",".",".","30"
"01/11/2002","62","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","40","44",".","62","55"
"01/12/2002","60","NO2","El Centro-9th Street","06-025-1003","AQS","41","38",".",".","60"
"01/13/2002","57","NO2","El Centro-9th Street","06-025-1003","AQS","57","47",".",".","57"
"01/14/2002","136","CO","Calexico-Ethel Street","06-025-0005","AQS","136","33","130",".","103"
"01/15/2002","41","NO2","El Centro-9th Street","06-025-1003","AQS","24","31",".",".","41"
"01/16/2002","42","NO2","El Centro-9th Street","06-025-1003","AQS","18","41",".",".","42"
"01/17/2002","71","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","40","31","47","71","62"
"01/18/2002","51","NO2","El Centro-9th Street","06-025-1003","AQS","40","40",".",".","51"
"01/19/2002","49","NO2","El Centro-9th Street","06-025-1003","AQS","25","38",".",".","49"
"01/20/2002","89","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","49","43","85","89","42"
"01/21/2002","57","NO2","El Centro-9th Street","06-025-1003","AQS","50","35",".",".","57"
"01/22/2002","60","CO","Calexico-Ethel Street","06-025-0005","AQS","60","45",".",".","42"
"01/23/2002","62","PM2.5","Brawley-401 Main St.","06-025-0003","AQS","6","41",".","62","17"
"01/24/2002","50","NO2","PORT OF ENTRY BETWEEN MEXICO AND USA. SCHEDULED TO OPEN 8/96","06-025-0006","AQS","39","44",".",".","50"
"01/25/2002","54","NO2","El Centro-9th Street","06-025-1003","AQS","39","38",".",".","54"
"01/26/2002","99","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","66","28","98","99","48"
"01/27/2002","75","CO","PORT OF ENTRY BETWEEN MEXICO AND USA. SCHEDULED TO OPEN 8/96","06-025-0006","AQS","75","45",".",".","52"
