"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/01/2010","41","NO2","PORT OF ENTRY BETWEEN MEXICO AND USA. SCHEDULED TO OPEN 8/96","06-025-0006","AQS","23","36",".",".","41"
"01/02/2010","76","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","27","35","46","76","39"
"01/03/2010","34","NO2","Calexico-Ethel Street","06-025-0005","AQS","15","31",".",".","34"
"01/04/2010","36","NO2","Calexico-Ethel Street","06-025-0005","AQS","14","30",".",".","36"
"01/05/2010","52","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","17","31",".","52","48"
"01/06/2010","66","NO2","PORT OF ENTRY BETWEEN MEXICO AND USA. SCHEDULED TO OPEN 8/96","06-025-0006","AQS","20","26",".",".","66"
"01/07/2010","53","NO2","PORT OF ENTRY BETWEEN MEXICO AND USA. SCHEDULED TO OPEN 8/96","06-025-0006","AQS","22","30",".",".","53"
"01/08/2010","42","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","17","26","35","42","36"
"01/09/2010","36","NO2","PORT OF ENTRY BETWEEN MEXICO AND USA. SCHEDULED TO OPEN 8/96","06-025-0006","AQS","18","30",".",".","36"
"01/10/2010","35","NO2","Calexico-Ethel Street","06-025-0005","AQS","18","34",".",".","35"
"01/11/2010","52","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","19","32",".","52","44"
"01/12/2010","46","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","20","29",".","46","44"
"01/13/2010","43","NO2","Calexico-Ethel Street","06-025-0005","AQS","22","37",".",".","43"
"01/14/2010","37","Ozone","Westmorland","06-025-4003","AQS","11","37","34","26","14"
"01/15/2010","35","NO2","Calexico-Ethel Street","06-025-0005","AQS","14","32",".",".","35"
"01/16/2010","51","NO2","Calexico-Ethel Street","06-025-0005","AQS","14","31",".",".","51"
"01/17/2010","72","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","23","38",".","72","42"
"01/18/2010","30","NO2","Calexico-Ethel Street","06-025-0005","AQS","14","24",".",".","30"
"01/19/2010","34","Ozone","Westmorland","06-025-4003","AQS","14","34",".",".","31"
"01/20/2010","35","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","13","33","21","35","27"
"01/21/2010","37","Ozone","Westmorland","06-025-4003","AQS","13","37",".",".","23"
"01/22/2010","41","NO2","PORT OF ENTRY BETWEEN MEXICO AND USA. SCHEDULED TO OPEN 8/96","06-025-0006","AQS","15","37",".",".","41"
"01/23/2010","39","Ozone","Westmorland","06-025-4003","AQS","20","39",".","37","33"
"01/24/2010","36","Ozone","Westmorland","06-025-4003","AQS","25","36",".",".","33"
"01/25/2010","41","NO2","PORT OF ENTRY BETWEEN MEXICO AND USA. SCHEDULED TO OPEN 8/96","06-025-0006","AQS","25","34",".",".","41"
"01/26/2010","72","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","26","29","48","72","33"
"01/27/2010","31","Ozone","Calexico-Ethel Street","06-025-0005","AQS","19","31",".",".","19"
"01/28/2010","79","NO2","El Centro-9th Street","06-025-1003","AQS","24","35",".",".","79"
"01/29/2010","51","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","32","28",".","51","33"
"01/30/2010","36","Ozone","Westmorland","06-025-4003","AQS","11","36",".",".","32"
"01/31/2010","41","Ozone","Westmorland","06-025-4003","AQS","10","41",".",".","36"
"02/01/2010","68","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","14","34","33","68","37"
"02/02/2010","38","Ozone","Westmorland","06-025-4003","AQS","15","38",".",".","25"
"02/03/2010","42","NO2","Calexico-Ethel Street","06-025-0005","AQS","13","41","28",".","42"
"02/04/2010","83","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","15","40",".","83","33"
"02/05/2010","39","Ozone","Niland-English Road","06-025-4004","AQS","22","39",".",".","36"
"02/06/2010","38","Ozone","Niland-English Road","06-025-4004","AQS","28","38",".",".","25"
"02/07/2010","53","PM2.5","Brawley-220 Main Street","06-025-0007","AQS","15","39","10","53","14"
"02/08/2010","39","Ozone","Niland-English Road","06-025-4004","AQS","23","39",".",".","35"
"02/09/2010","35","NO2","Calexico-Ethel Street","06-025-0005","AQS","27","34",".",".","35"
"02/10/2010","34","NO2","Calexico-Ethel Street","06-025-0005","AQS","13","33","6","11","34"
"02/11/2010","50","NO2","PORT OF ENTRY BETWEEN MEXICO AND USA. SCHEDULED TO OPEN 8/96","06-025-0006","AQS","19","40",".",".","50"
"02/12/2010","43","NO2","PORT OF ENTRY BETWEEN MEXICO AND USA. SCHEDULED TO OPEN 8/96","06-025-0006","AQS","20","40",".",".","43"
"02/13/2010","54","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","10","43","34","54","31"
"02/14/2010","42","Ozone","Niland-English Road","06-025-4004","AQS","10","42",".",".","38"
"02/15/2010","42","NO2","PORT OF ENTRY BETWEEN MEXICO AND USA. SCHEDULED TO OPEN 8/96","06-025-0006","AQS","14","39",".",".","42"
"02/16/2010","40","NO2","Calexico-Ethel Street","06-025-0005","AQS","15","39",".","36","40"
"02/17/2010","53","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","32","39",".","53","43"
"02/18/2010","47","Ozone","Niland-English Road","06-025-4004","AQS","33","47",".",".","47"
"02/19/2010","47","PM10","Brawley-220 Main Street","06-025-0007","AQS","14","44","47","43","36"
"02/20/2010","43","Ozone","Niland-English Road","06-025-4004","AQS","9","43",".",".","26"
"02/21/2010","39","Ozone","Niland-English Road","06-025-4004","AQS","9","39",".",".","27"
"02/22/2010","38","Ozone","Westmorland","06-025-4003","AQS","8","38",".","11","17"
