"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/01/2018","169","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","26","36","108","169","62"
"01/02/2018","62","NO2","Calexico-Ethel Street","06-025-0005","AQS","9","36","58","60","62"
"01/03/2018","84","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","17","19","76","84","60"
"01/04/2018","64","PM10","Calexico-Ethel Street","06-025-0005","AQS","19","27","64","55","60"
"01/05/2018","109","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","20","31","83","109","65"
"01/06/2018","85","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","11","37","68","85","71"
"01/07/2018","51","NO2","Calexico-Ethel Street","06-025-0005","AQS","8","31","34","38","51"
"01/08/2018","113","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","32","19","85","113","63"
"01/09/2018","58","PM10","Brawley-220 Main Street","06-025-0007","AQS","6","35","58","43","45"
"01/10/2018","48","NO2","Calexico-Ethel Street","06-025-0005","AQS","8","34","24","28","48"
"01/11/2018","54","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","13","31","47","54","49"
"01/12/2018","56","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","14","32","54","56","49"
"01/13/2018","47","NO2","Calexico-Ethel Street","06-025-0005","AQS","8","34","21","33","47"
"01/14/2018","51","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","10","37","33","51","50"
"01/15/2018","52","NO2","Calexico-Ethel Street","06-025-0005","AQS","13","34","44","41","52"
"01/16/2018","69","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","18","30","66","69","55"
"01/17/2018","64","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","16","34","59","64","47"
"01/18/2018","73","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","20","31","67","73","53"
"01/19/2018","83","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","25","35","75","83","52"
"01/20/2018","136","PM10","Calexico-Ethel Street","06-025-0005","AQS","3","40","136","58","4"
"01/21/2018","52","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","13","38","31","52","28"
"01/22/2018","42","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","18","35","40","42","33"
"01/23/2018","61","PM2.5","Brawley-220 Main Street","06-025-0007","AQS","11","36","51","61","36"
"01/24/2018","50","PM10","Calexico-Ethel Street","06-025-0005","AQS","13","34","50","46","35"
"01/25/2018","69","PM10","Calexico-Ethel Street","06-025-0005","AQS","15","36","69","60","55"
"01/26/2018","35","Ozone","El Centro-9th Street","06-025-1003","AQS","5","35","31","30","35"
"01/27/2018","39","Ozone","Calexico-Ethel Street","06-025-0005","AQS","5","39","23","26","18"
"01/28/2018","38","Ozone","Calexico-Ethel Street","06-025-0005","AQS","2","38","15","15","10"
"01/29/2018","51","PM2.5","Brawley-220 Main Street","06-025-0007","AQS","2","34","32","51","24"
"01/30/2018","58","PM10","Calexico-Ethel Street","06-025-0005","AQS","11","31","58","43","37"
"01/31/2018","63","PM10","Calexico-Ethel Street","06-025-0005","AQS","16","36","63","61","38"
"02/01/2018","74","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","14","40","74","74","47"
"02/02/2018","110","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","20","46","92","110","58"
"02/03/2018","76","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","23","41","58","76","41"
"02/04/2018","61","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","19","37","48","61","39"
"02/05/2018","104","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","35","41","84","104","44"
"02/06/2018","68","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","8","38","65","68","43"
"02/07/2018","53","PM10","Calexico-Ethel Street","06-025-0005","AQS","8","40","53","46","40"
"02/08/2018","65","PM10","Calexico-Ethel Street","06-025-0005","AQS","17","36","65","60","36"
"02/09/2018","80","PM10","Calexico-Ethel Street","06-025-0005","AQS","23","35","80","75","42"
"02/10/2018","57","PM2.5","El Centro-9th Street","06-025-1003","AQS","20","48","54","57","26"
"02/11/2018","109","PM10","Calexico-Ethel Street","06-025-0005","AQS","13","42","109","86","33"
"02/12/2018","83","PM10","Brawley-220 Main Street","06-025-0007","AQS","20","40","83","71","29"
"02/13/2018","40","Ozone","Calexico-Ethel Street","06-025-0005","AQS","2","40","33","30","24"
"02/14/2018","66","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","9","29","55","66","34"
"02/15/2018","38","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","5","35","18","38","29"
"02/16/2018","56","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","19","41","39","56","38"
"02/17/2018","73","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","26","43","51","73","37"
"02/18/2018","79","PM10","Westmorland","06-025-4003","AQS","16","40","79","59","25"
"02/19/2018","138","PM10","Niland-English Road","06-025-4004","AQS","1","44","138","69","7"
"02/20/2018","41","Ozone","Calexico-Ethel Street","06-025-0005","AQS","3","41","26","22","29"
"02/21/2018","56","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","8","44","38","56","26"
"02/22/2018","43","Ozone","Calexico-Ethel Street","06-025-0005","AQS","2","43","19","23","9"
"02/23/2018","46","Ozone","Calexico-Ethel Street","06-025-0005","AQS","2","46","35","28","7"
"02/24/2018","43","Ozone","Calexico-Ethel Street","06-025-0005","AQS","7","43","31","37","37"
"02/25/2018","51","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","8","45","31","51","31"
"02/26/2018","67","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","14","42","60","67","31"
"02/27/2018","42","PM10","Westmorland","06-025-4003","AQS","3","41","42","34","25"
"02/28/2018","44","Ozone","Calexico-Ethel Street","06-025-0005","AQS","5","44","26","30","33"
"03/01/2018","58","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","9","42","52","58","42"
"03/02/2018","60","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","10","41","51","60","32"
"03/03/2018","57","PM10","Westmorland","06-025-4003","AQS","6","39","57","40","25"
"03/04/2018","45","Ozone","Calexico-Ethel Street","06-025-0005","AQS","2","45","13","18","23"
"03/05/2018","45","Ozone","Calexico-Ethel Street","06-025-0005","AQS","2","45","19","15","9"
"03/06/2018","45","Ozone","Calexico-Ethel Street","06-025-0005","AQS","3","45","28","24","28"
"03/07/2018","42","Ozone","Calexico-Ethel Street","06-025-0005","AQS","5","42","41","34","29"
"03/08/2018","50","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","7","46","46","50","36"
"03/09/2018","56","PM10","Calexico-Ethel Street","06-025-0005","AQS","7","48","56","51","27"
"03/10/2018","55","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","6","25","42","55","28"
"03/11/2018","34","Ozone","Calexico-Ethel Street","06-025-0005","AQS","3","34","12","15","15"
"03/12/2018","41","Ozone","Calexico-Ethel Street","06-025-0005","AQS","3","41","23","20","27"
"03/13/2018","40","Ozone","Calexico-Ethel Street","06-025-0005","AQS","5","40","38","38","25"
"03/14/2018","81","PM10","Calexico-Ethel Street","06-025-0005","AQS","1","39","81","35","3"
"03/15/2018","47","Ozone","Calexico-Ethel Street","06-025-0005","AQS","2","47","34","20","18"
"03/16/2018","48","PM10","Brawley-220 Main Street","06-025-0007","AQS","2","46","48","24","6"
