"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/01/2021","63","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","9","35","43","63","28"
"01/02/2021","89","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","14","31","59","89","30"
"01/03/2021","72","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","8","38","59","72","33"
"01/04/2021","54","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","8","36","52","54","34"
"01/05/2021","75","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","11","35","59","75","41"
"01/06/2021","50","PM10","Calexico-Ethel Street","06-025-0005","AQS","11","30","50","39","36"
"01/07/2021","66","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","15","30","63","66","34"
"01/08/2021","71","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","16","31","69","71","35"
"01/09/2021","77","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","24","32","59","77","27"
"01/10/2021","33","Ozone","Calexico-Ethel Street","06-025-0005","AQS","5","33","23","25","24"
"01/11/2021","47","PM10","Calexico-Ethel Street","06-025-0005","AQS","8","33","47","45","37"
"01/12/2021","45","PM10","Calexico-Ethel Street","06-025-0005","AQS","8","32","45","40","34"
"01/13/2021","53","PM10","Calexico-Ethel Street","06-025-0005","AQS","7","32","53","39","36"
"01/14/2021","56","PM10","Calexico-Ethel Street","06-025-0005","AQS","6","28","56","48","32"
"01/15/2021","69","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","16","31","68","69","42"
"01/16/2021","60","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","19","31","58","60","31"
"01/17/2021","53","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","14","35","51","53","31"
"01/18/2021","87","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","19","31","78","87","40"
"01/19/2021","60","PM10","Calexico-Ethel Street","06-025-0005","AQS","19","27","60","52","25"
"01/20/2021","19","Ozone","Calexico-Ethel Street","06-025-0005","AQS","2","19","14","15","8"
"01/21/2021","33","PM10","Calexico-Ethel Street","06-025-0005","AQS","9","29","33","30","31"
"01/22/2021","45","PM2.5","El Centro-9th Street","06-025-1003","AQS","10","34","28","45","21"
"01/23/2021","31","Ozone","Calexico-Ethel Street","06-025-0005","AQS","2","31","11","10","7"
"01/24/2021","35","Ozone","Calexico-Ethel Street","06-025-0005","AQS","2","35","7","8","20"
"01/25/2021","40","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","6","38","24","40","26"
"01/26/2021","37","Ozone","Calexico-Ethel Street","06-025-0005","AQS","2","37","19","22","18"
"01/27/2021","43","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","5","33","35","43","27"
"01/28/2021","44","PM2.5","El Centro-9th Street","06-025-1003","AQS","5","33","36","44","27"
"01/29/2021","33","Ozone","Calexico-Ethel Street","06-025-0005","AQS","5","33","24","25","25"
"01/30/2021","38","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","7","34","24","38","24"
"01/31/2021","37","PM2.5","Brawley-220 Main Street","06-025-0007","AQS","3","36","18","37","16"
"02/01/2021","30","PM10","Calexico-Ethel Street","06-025-0005","AQS","5","24","30","12","25"
"02/02/2021","35","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","7","29","33","35","35"
"02/03/2021","53","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","13","36","41","53","41"
"02/04/2021","37","Ozone","Calexico-Ethel Street","06-025-0005","AQS","3","37","24","14","25"
"02/05/2021","63","PM10","Calexico-Ethel Street","06-025-0005","AQS","19","38","63","58","38"
"02/06/2021","76","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","33","37","68","76","33"
"02/07/2021","123","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","27","44","84","123","58"
