"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25"
"01/01/2011","44","Ozone","Centennial","56-001-9991","AQS","44","42","."
"01/02/2011","67","PM10","MT. CEMENT CO. EAST SITE...EAST OF PLANT.","56-001-0800","AQS","45","67","."
"01/03/2011","45","Ozone","Centennial","56-001-9991","AQS","45","24","."
"01/04/2011","17","PM10","MT. CEMENT CO. EAST SITE...EAST OF PLANT.","56-001-0800","AQS",".","17","."
"01/05/2011","45","Ozone","Centennial","56-001-9991","AQS","45","26","."
"01/06/2011","43","Ozone","Centennial","56-001-9991","AQS","43","25","10"
"01/07/2011","40","Ozone","Centennial","56-001-9991","AQS","40","22","."
"01/08/2011","41","Ozone","Centennial","56-001-9991","AQS","41","18","."
"01/09/2011","43","Ozone","Centennial","56-001-9991","AQS","43","18","."
"01/10/2011","37","Ozone","Centennial","56-001-9991","AQS","37","20","."
"01/11/2011","19","PM10","MT. CEMENT CO. EAST SITE...EAST OF PLANT.","56-001-0800","AQS",".","19","."
"01/12/2011","44","Ozone","Centennial","56-001-9991","AQS","44","19","25"
"01/13/2011","45","Ozone","Centennial","56-001-9991","AQS","45","14","."
"01/14/2011","44","Ozone","Centennial","56-001-9991","AQS","44","21","."
"01/15/2011","41","Ozone","Centennial","56-001-9991","AQS","41","30","11"
"01/16/2011","40","Ozone","Centennial","56-001-9991","AQS","40","35","."
"01/17/2011","39","Ozone","Centennial","56-001-9991","AQS","39","15","."
"01/18/2011","44","Ozone","Centennial","56-001-9991","AQS","44","42","10"
"01/19/2011","42","Ozone","Centennial","56-001-9991","AQS","42","18","."
"01/20/2011","46","Ozone","Centennial","56-001-9991","AQS","46","27","."
"01/21/2011","46","Ozone","Centennial","56-001-9991","AQS","46","33","9"
"01/22/2011","43","Ozone","Centennial","56-001-9991","AQS","43","39","."
"01/23/2011","44","Ozone","Centennial","56-001-9991","AQS","44","16","."
"01/24/2011","58","Ozone","Centennial","56-001-9991","AQS","58","9","12"
"01/25/2011","14","PM10","NORTH SITE...NORTH OF MT. CEMENT PLANT","56-001-0801","AQS",".","14","."
"01/26/2011","43","Ozone","Centennial","56-001-9991","AQS","43","9","."
"01/27/2011","43","Ozone","Centennial","56-001-9991","AQS","43","32","13"
"01/28/2011","41","Ozone","Centennial","56-001-9991","AQS","41","19","."
"01/29/2011","45","Ozone","Centennial","56-001-9991","AQS","45","19","."
"01/30/2011","45","Ozone","Centennial","56-001-9991","AQS","45","18","21"
"01/31/2011","44","Ozone","Centennial","56-001-9991","AQS","44","15","."
"02/01/2011","38","Ozone","Centennial","56-001-9991","AQS","38","7","."
"02/02/2011","44","Ozone","Centennial","56-001-9991","AQS","44","15","1"
"02/03/2011","47","Ozone","Centennial","56-001-9991","AQS","47","15","."
"02/04/2011","44","Ozone","Centennial","56-001-9991","AQS","44","19","."
"02/05/2011","41","Ozone","Centennial","56-001-9991","AQS","41","8","."
"02/06/2011","40","Ozone","Centennial","56-001-9991","AQS","40","10","."
"02/07/2011","39","Ozone","Centennial","56-001-9991","AQS","39","20","."
"02/08/2011","15","PM2.5","Laramie SLAM site","56-001-0006","AQS",".","14","15"
"02/09/2011","43","Ozone","Centennial","56-001-9991","AQS","43","14","."
"02/10/2011","41","Ozone","Centennial","56-001-9991","AQS","41","15","."
"02/11/2011","43","Ozone","Centennial","56-001-9991","AQS","43","24","."
"02/12/2011","39","PM10","MT. CEMENT CO. EAST SITE...EAST OF PLANT.","56-001-0800","AQS",".","39","."
"02/13/2011","53","PM10","MT. CEMENT CO. EAST SITE...EAST OF PLANT.","56-001-0800","AQS",".","53","."
"02/14/2011","30","PM10","NORTH SITE...NORTH OF MT. CEMENT PLANT","56-001-0801","AQS",".","30","17"
"02/15/2011","33","PM10","MT. CEMENT CO. EAST SITE...EAST OF PLANT.","56-001-0800","AQS",".","33","."
"02/16/2011","50","Ozone","Centennial","56-001-9991","AQS","50","40","."
"02/17/2011","60","PM10","MT. CEMENT CO. EAST SITE...EAST OF PLANT.","56-001-0800","AQS","47","60","."
"02/18/2011","47","Ozone","Centennial","56-001-9991","AQS","47","29","."
"02/19/2011","47","Ozone","Centennial","56-001-9991","AQS","47","19","."
"02/20/2011","48","Ozone","Centennial","56-001-9991","AQS","48","28","10"
"02/21/2011","61","PM10","MT. CEMENT CO. EAST SITE...EAST OF PLANT.","56-001-0800","AQS",".","61","."
"02/22/2011","44","PM10","MT. CEMENT CO. EAST SITE...EAST OF PLANT.","56-001-0800","AQS",".","44","."
"02/23/2011","51","Ozone","Centennial","56-001-9991","AQS","51","44","14"
"02/24/2011","49","Ozone","Centennial","56-001-9991","AQS","49","21","."
"02/25/2011","46","Ozone","Centennial","56-001-9991","AQS","46","14","."
"02/26/2011","47","Ozone","Centennial","56-001-9991","AQS","47","19","9"
"02/27/2011","51","Ozone","Centennial","56-001-9991","AQS","51","27","."
"02/28/2011","49","Ozone","Centennial","56-001-9991","AQS","49","27","."
"03/01/2011","33","PM10","MT. CEMENT CO. EAST SITE...EAST OF PLANT.","56-001-0800","AQS",".","33","."
"03/02/2011","44","Ozone","Centennial","56-001-9991","AQS","44","30","."
"03/03/2011","39","Ozone","Centennial","56-001-9991","AQS","39","19","."
"03/04/2011","39","Ozone","Centennial","56-001-9991","AQS","39","24","18"
"03/05/2011","19","PM10","MT. CEMENT CO. EAST SITE...EAST OF PLANT.","56-001-0800","AQS",".","19","."
"03/06/2011","38","Ozone","Centennial","56-001-9991","AQS","38","19","."
"03/07/2011","36","Ozone","Centennial","56-001-9991","AQS","36","9","18"
"03/08/2011","39","Ozone","Centennial","56-001-9991","AQS","39","19","."
"03/09/2011","45","PM10","MT. CEMENT CO. EAST SITE...EAST OF PLANT.","56-001-0800","AQS","38","45","."
"03/10/2011","40","Ozone","Centennial","56-001-9991","AQS","40","22","17"
"03/11/2011","40","Ozone","Centennial","56-001-9991","AQS","40","34","."
"03/12/2011","39","Ozone","Centennial","56-001-9991","AQS","39","18","."
"03/13/2011","43","Ozone","Centennial","56-001-9991","AQS","43","11","20"
"03/14/2011","43","Ozone","Centennial","56-001-9991","AQS","43","27","."
"03/15/2011","31","PM10","MT. CEMENT CO. EAST SITE...EAST OF PLANT.","56-001-0800","AQS",".","31","."
"03/16/2011","39","Ozone","Centennial","56-001-9991","AQS","39","34","14"
"03/17/2011","51","PM10","MT. CEMENT CO. EAST SITE...EAST OF PLANT.","56-001-0800","AQS","41","51","."
"03/18/2011","50","Ozone","Centennial","56-001-9991","AQS","50","31","."
"03/19/2011","64","PM10","NORTH SITE...NORTH OF MT. CEMENT PLANT","56-001-0801","AQS","44","64","44"
"03/20/2011","43","Ozone","Centennial","56-001-9991","AQS","43","37","."
"03/21/2011","55","PM10","NORTH SITE...NORTH OF MT. CEMENT PLANT","56-001-0801","AQS","45","55","."
"03/22/2011","68","PM10","MT. CEMENT CO. EAST SITE...EAST OF PLANT.","56-001-0800","AQS",".","68","10"
"03/23/2011","44","Ozone","Centennial","56-001-9991","AQS","44","37","."
"03/24/2011","47","Ozone","Centennial","56-001-9991","AQS","47","19","."
"03/25/2011","44","Ozone","Centennial","56-001-9991","AQS","44","15","20"
"03/26/2011","44","Ozone","Centennial","56-001-9991","AQS","44","24","."
"03/27/2011","46","Ozone","Centennial","56-001-9991","AQS","46","19","."
"03/28/2011","44","Ozone","Centennial","56-001-9991","AQS","44","24","11"
"03/29/2011","41","Ozone","Centennial","56-001-9991","AQS","41","17","."
"03/30/2011","43","PM10","MT. CEMENT CO. EAST SITE...EAST OF PLANT.","56-001-0800","AQS","39","43","."
"03/31/2011","65","PM10","MT. CEMENT CO. EAST SITE...EAST OF PLANT.","56-001-0800","AQS","33","65","16"
"04/01/2011","53","PM10","MT. CEMENT CO. EAST SITE...EAST OF PLANT.","56-001-0800","AQS","43","53","."
"04/02/2011","42","PM10","MT. CEMENT CO. EAST SITE...EAST OF PLANT.","56-001-0800","AQS","42","42","."
"04/03/2011","46","Ozone","Centennial","56-001-9991","AQS","46","9","6"
"04/04/2011","41","Ozone","Centennial","56-001-9991","AQS","41","31","."
"04/05/2011","67","Ozone","Centennial","56-001-9991","AQS","67","44","."
"04/06/2011","87","Ozone","Centennial","56-001-9991","AQS","87","20","15"
"04/07/2011","71","Ozone","Centennial","56-001-9991","AQS","71","46","."
"04/08/2011","61","Ozone","Centennial","56-001-9991","AQS","61","51","."
"04/09/2011","67","Ozone","Centennial","56-001-9991","AQS","67","21","23"
"04/10/2011","61","Ozone","Centennial","56-001-9991","AQS","61","25","."
"04/11/2011","54","Ozone","Centennial","56-001-9991","AQS","54","38","."
"04/12/2011","77","Ozone","Centennial","56-001-9991","AQS","77","36","34"
