"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25"
"01/01/2004","58","Ozone","Centennial","56-001-9991","AQS","58",".","."
"01/02/2004","64","Ozone","Centennial","56-001-9991","AQS","64",".","."
"01/03/2004","64","Ozone","Centennial","56-001-9991","AQS","64",".","."
"01/04/2004","44","Ozone","Centennial","56-001-9991","AQS","44","10","."
"01/05/2004","46","Ozone","Centennial","56-001-9991","AQS","46",".","."
"01/06/2004","47","Ozone","Centennial","56-001-9991","AQS","47",".","."
"01/07/2004","48","Ozone","Centennial","56-001-9991","AQS","48",".","."
"01/08/2004","46","Ozone","Centennial","56-001-9991","AQS","46",".","."
"01/09/2004","48","Ozone","Centennial","56-001-9991","AQS","48",".","."
"01/10/2004","58","Ozone","Centennial","56-001-9991","AQS","58","26","."
"01/11/2004","47","Ozone","Centennial","56-001-9991","AQS","47",".","."
"01/12/2004","48","Ozone","Centennial","56-001-9991","AQS","48",".","."
"01/13/2004","46","Ozone","Centennial","56-001-9991","AQS","46",".","."
"01/14/2004","51","Ozone","Centennial","56-001-9991","AQS","51",".","."
"01/15/2004","58","Ozone","Centennial","56-001-9991","AQS","58",".","."
"01/16/2004","58","Ozone","Centennial","56-001-9991","AQS","58","23","."
"01/17/2004","74","Ozone","Centennial","56-001-9991","AQS","74",".","."
"01/18/2004","61","Ozone","Centennial","56-001-9991","AQS","61",".","."
"01/19/2004","51","Ozone","Centennial","56-001-9991","AQS","51",".","."
"01/20/2004","49","Ozone","Centennial","56-001-9991","AQS","49",".","."
"01/21/2004","51","Ozone","Centennial","56-001-9991","AQS","51",".","."
"01/22/2004","54","Ozone","Centennial","56-001-9991","AQS","54","22","."
"01/23/2004","61","Ozone","Centennial","56-001-9991","AQS","61",".","."
"01/24/2004","51","Ozone","Centennial","56-001-9991","AQS","51",".","."
"01/25/2004","49","Ozone","Centennial","56-001-9991","AQS","49",".","."
"01/26/2004","54","Ozone","Centennial","56-001-9991","AQS","54",".","."
"01/27/2004","54","Ozone","Centennial","56-001-9991","AQS","54",".","."
"01/28/2004","45","Ozone","Centennial","56-001-9991","AQS","45","44","."
"01/29/2004","45","Ozone","Centennial","56-001-9991","AQS","45",".","."
"01/30/2004","58","Ozone","Centennial","56-001-9991","AQS","58",".","."
"01/31/2004","64","Ozone","Centennial","56-001-9991","AQS","64",".","."
"02/01/2004","47","Ozone","Centennial","56-001-9991","AQS","47",".","."
"02/02/2004","48","Ozone","Centennial","56-001-9991","AQS","48",".","."
"02/03/2004","51","Ozone","Centennial","56-001-9991","AQS","51","18","."
"02/04/2004","49","Ozone","Centennial","56-001-9991","AQS","49",".","."
"02/05/2004","58","Ozone","Centennial","56-001-9991","AQS","58",".","."
"02/06/2004","58","Ozone","Centennial","56-001-9991","AQS","58",".","."
"02/07/2004","61","Ozone","Centennial","56-001-9991","AQS","61",".","."
"02/08/2004","47","Ozone","Centennial","56-001-9991","AQS","47",".","."
"02/09/2004","47","Ozone","Centennial","56-001-9991","AQS","47","25","."
"02/10/2004","58","Ozone","Centennial","56-001-9991","AQS","58",".","."
"02/11/2004","51","Ozone","Centennial","56-001-9991","AQS","51",".","."
"02/12/2004","74","Ozone","Centennial","56-001-9991","AQS","74",".","."
"02/13/2004","67","Ozone","Centennial","56-001-9991","AQS","67",".","."
"02/14/2004","67","Ozone","Centennial","56-001-9991","AQS","67",".","."
"02/15/2004","58","Ozone","Centennial","56-001-9991","AQS","58","25","."
"02/16/2004","54","Ozone","Centennial","56-001-9991","AQS","54",".","."
"02/18/2004","64","Ozone","Centennial","56-001-9991","AQS","64",".","."
"02/19/2004","71","Ozone","Centennial","56-001-9991","AQS","71",".","."
"02/20/2004","100","Ozone","Centennial","56-001-9991","AQS","100",".","."
"02/21/2004","90","Ozone","Centennial","56-001-9991","AQS","90","33","."
"02/22/2004","67","Ozone","Centennial","56-001-9991","AQS","67",".","."
"02/23/2004","67","Ozone","Centennial","56-001-9991","AQS","67",".","."
"02/24/2004","67","Ozone","Centennial","56-001-9991","AQS","67",".","."
"02/25/2004","67","Ozone","Centennial","56-001-9991","AQS","67",".","."
"02/26/2004","80","Ozone","Centennial","56-001-9991","AQS","80",".","."
"02/27/2004","74","Ozone","Centennial","56-001-9991","AQS","74","27","."
"02/28/2004","77","Ozone","Centennial","56-001-9991","AQS","77",".","."
"02/29/2004","58","Ozone","Centennial","56-001-9991","AQS","58",".","."
"03/01/2004","67","Ozone","Centennial","56-001-9991","AQS","67",".","."
"03/02/2004","74","Ozone","Centennial","56-001-9991","AQS","74",".","."
"03/03/2004","74","Ozone","Centennial","56-001-9991","AQS","74",".","."
"03/04/2004","71","Ozone","Centennial","56-001-9991","AQS","71","24","."
"03/05/2004","61","Ozone","Centennial","56-001-9991","AQS","61",".","."
"03/06/2004","67","Ozone","Centennial","56-001-9991","AQS","67",".","."
"03/07/2004","58","Ozone","Centennial","56-001-9991","AQS","58",".","."
"03/08/2004","47","Ozone","Centennial","56-001-9991","AQS","47",".","."
