"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25"
"01/01/2005","41","Ozone","Centennial","56-001-9991","AQS","41",".","."
"01/02/2005","44","Ozone","Centennial","56-001-9991","AQS","44",".","."
"01/03/2005","38","Ozone","Centennial","56-001-9991","AQS","38",".","."
"01/04/2005","38","Ozone","Centennial","56-001-9991","AQS","38","14","."
"01/05/2005","37","Ozone","Centennial","56-001-9991","AQS","37",".","."
"01/06/2005","40","Ozone","Centennial","56-001-9991","AQS","40",".","."
"01/07/2005","42","Ozone","Centennial","56-001-9991","AQS","42",".","."
"01/08/2005","40","Ozone","Centennial","56-001-9991","AQS","40",".","."
"01/09/2005","38","Ozone","Centennial","56-001-9991","AQS","38",".","."
"01/10/2005","33","Ozone","Centennial","56-001-9991","AQS","33","8","."
"01/11/2005","35","Ozone","Centennial","56-001-9991","AQS","35",".","."
"01/12/2005","41","Ozone","Centennial","56-001-9991","AQS","41",".","."
"01/13/2005","43","Ozone","Centennial","56-001-9991","AQS","43",".","."
"01/14/2005","43","Ozone","Centennial","56-001-9991","AQS","43",".","."
"01/15/2005","43","Ozone","Centennial","56-001-9991","AQS","43",".","."
"01/16/2005","42","Ozone","Centennial","56-001-9991","AQS","42","18","."
"01/17/2005","44","Ozone","Centennial","56-001-9991","AQS","44",".","."
"01/18/2005","44","Ozone","Centennial","56-001-9991","AQS","44",".","."
"01/19/2005","43","Ozone","Centennial","56-001-9991","AQS","43",".","."
"01/20/2005","47","Ozone","Centennial","56-001-9991","AQS","47",".","."
"01/21/2005","44","Ozone","Centennial","56-001-9991","AQS","44",".","."
"01/22/2005","44","Ozone","Centennial","56-001-9991","AQS","44","22","."
"01/23/2005","45","Ozone","Centennial","56-001-9991","AQS","45",".","."
"01/24/2005","43","Ozone","Centennial","56-001-9991","AQS","43",".","."
"01/25/2005","46","Ozone","Centennial","56-001-9991","AQS","46",".","."
"01/26/2005","45","Ozone","Centennial","56-001-9991","AQS","45",".","."
"01/27/2005","43","Ozone","Centennial","56-001-9991","AQS","43",".","."
"01/28/2005","39","Ozone","Centennial","56-001-9991","AQS","39","24","."
"01/29/2005","39","Ozone","Centennial","56-001-9991","AQS","39",".","."
"01/30/2005","38","Ozone","Centennial","56-001-9991","AQS","38",".","."
"01/31/2005","41","Ozone","Centennial","56-001-9991","AQS","41",".","."
"02/01/2005","41","Ozone","Centennial","56-001-9991","AQS","41",".","."
"02/02/2005","47","Ozone","Centennial","56-001-9991","AQS","47",".","."
"02/03/2005","44","Ozone","Centennial","56-001-9991","AQS","44","35","."
"02/04/2005","46","Ozone","Centennial","56-001-9991","AQS","46",".","."
"02/05/2005","46","Ozone","Centennial","56-001-9991","AQS","46",".","."
