"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25"
"01/01/2001","61","PM10","Laramie SLAM site","56-001-0006","AQS","44","61","4"
"01/02/2001","45","Ozone","Centennial","56-001-9991","AQS","45",".","."
"01/03/2001","44","Ozone","Centennial","56-001-9991","AQS","44",".","."
"01/04/2001","47","Ozone","Centennial","56-001-9991","AQS","47",".","1"
"01/05/2001","45","Ozone","Centennial","56-001-9991","AQS","45",".","."
"01/06/2001","47","Ozone","Centennial","56-001-9991","AQS","47",".","."
"01/07/2001","66","PM10","Laramie SLAM site","56-001-0006","AQS","51","66","2"
"01/08/2001","47","Ozone","Centennial","56-001-9991","AQS","47",".","."
"01/09/2001","46","Ozone","Centennial","56-001-9991","AQS","46",".","."
"01/10/2001","45","Ozone","Centennial","56-001-9991","AQS","45",".","3"
"01/11/2001","47","Ozone","Centennial","56-001-9991","AQS","47",".","."
"01/12/2001","43","Ozone","Centennial","56-001-9991","AQS","43",".","."
"01/13/2001","41","Ozone","Centennial","56-001-9991","AQS","41","26","5"
"01/14/2001","43","Ozone","Centennial","56-001-9991","AQS","43",".","."
"01/15/2001","41","Ozone","Centennial","56-001-9991","AQS","41",".","."
"01/16/2001","42","Ozone","Centennial","56-001-9991","AQS","42",".","13"
"01/17/2001","45","Ozone","Centennial","56-001-9991","AQS","45",".","."
"01/18/2001","44","Ozone","Centennial","56-001-9991","AQS","44",".","."
"01/19/2001","45","Ozone","Centennial","56-001-9991","AQS","45","22","2"
"01/20/2001","48","Ozone","Centennial","56-001-9991","AQS","48",".","."
"01/21/2001","51","Ozone","Centennial","56-001-9991","AQS","51",".","."
"01/22/2001","48","Ozone","Centennial","56-001-9991","AQS","48",".","1"
"01/23/2001","67","Ozone","Centennial","56-001-9991","AQS","67",".","."
"01/24/2001","61","Ozone","Centennial","56-001-9991","AQS","61",".","."
"01/25/2001","49","Ozone","Centennial","56-001-9991","AQS","49","39","4"
"01/26/2001","48","Ozone","Centennial","56-001-9991","AQS","48",".","."
"01/27/2001","48","Ozone","Centennial","56-001-9991","AQS","48",".","."
"01/28/2001","46","Ozone","Centennial","56-001-9991","AQS","46",".","7"
"01/29/2001","49","Ozone","Centennial","56-001-9991","AQS","49",".","."
"01/30/2001","44","Ozone","Centennial","56-001-9991","AQS","44",".","."
"01/31/2001","44","Ozone","Centennial","56-001-9991","AQS","44","13","4"
"02/01/2001","44","Ozone","Centennial","56-001-9991","AQS","44",".","."
"02/02/2001","46","Ozone","Centennial","56-001-9991","AQS","46",".","."
"02/03/2001","45","Ozone","Centennial","56-001-9991","AQS","45",".","3"
"02/04/2001","44","Ozone","Centennial","56-001-9991","AQS","44",".","."
"02/05/2001","45","Ozone","Centennial","56-001-9991","AQS","45",".","."
"02/06/2001","44","Ozone","Centennial","56-001-9991","AQS","44","22","5"
"02/07/2001","46","Ozone","Centennial","56-001-9991","AQS","46",".","."
"02/08/2001","54","Ozone","Centennial","56-001-9991","AQS","54",".","."
"02/09/2001","64","Ozone","Centennial","56-001-9991","AQS","64",".","."
"02/10/2001","51","Ozone","Centennial","56-001-9991","AQS","51",".","."
"02/11/2001","49","Ozone","Centennial","56-001-9991","AQS","49",".","."
"02/12/2001","47","Ozone","Centennial","56-001-9991","AQS","47","21","."
"02/13/2001","48","Ozone","Centennial","56-001-9991","AQS","48",".","."
"02/14/2001","50","Ozone","Centennial","56-001-9991","AQS","50",".","."
"02/15/2001","50","Ozone","Centennial","56-001-9991","AQS","50",".","7"
"02/16/2001","45","Ozone","Centennial","56-001-9991","AQS","45",".","."
"02/17/2001","47","Ozone","Centennial","56-001-9991","AQS","47",".","."
"02/18/2001","49","Ozone","Centennial","56-001-9991","AQS","49","23","5"
"02/19/2001","50","Ozone","Centennial","56-001-9991","AQS","50",".","."
"02/20/2001","54","Ozone","Centennial","56-001-9991","AQS","54",".","."
"02/21/2001","58","Ozone","Centennial","56-001-9991","AQS","58",".","2"
"02/22/2001","48","Ozone","Centennial","56-001-9991","AQS","48",".","."
"02/23/2001","61","Ozone","Centennial","56-001-9991","AQS","61",".","."
"02/24/2001","49","Ozone","Centennial","56-001-9991","AQS","49","15","8"
"02/25/2001","47","Ozone","Centennial","56-001-9991","AQS","47",".","."
"02/26/2001","50","Ozone","Centennial","56-001-9991","AQS","50",".","."
"02/27/2001","49","Ozone","Centennial","56-001-9991","AQS","49",".","7"
"02/28/2001","49","Ozone","Centennial","56-001-9991","AQS","49",".","."
"03/01/2001","54","Ozone","Centennial","56-001-9991","AQS","54",".","."
"03/02/2001","54","Ozone","Centennial","56-001-9991","AQS","54","30","5"
"03/03/2001","58","Ozone","Centennial","56-001-9991","AQS","58",".","."
"03/04/2001","61","Ozone","Centennial","56-001-9991","AQS","61",".","."
"03/05/2001","61","Ozone","Centennial","56-001-9991","AQS","61",".","4"
"03/06/2001","54","Ozone","Centennial","56-001-9991","AQS","54",".","."
"03/07/2001","50","Ozone","Centennial","56-001-9991","AQS","50",".","."
"03/08/2001","64","Ozone","Centennial","56-001-9991","AQS","64","31","10"
"03/09/2001","51","Ozone","Centennial","56-001-9991","AQS","51",".","."
