"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25"
"01/01/2007","40","Ozone","Centennial","56-001-9991","AQS","40",".","."
"01/02/2007","38","Ozone","Centennial","56-001-9991","AQS","38",".","."
"01/03/2007","39","Ozone","Centennial","56-001-9991","AQS","39",".","."
"01/04/2007","39","Ozone","Centennial","56-001-9991","AQS","39",".","."
"01/05/2007","38","Ozone","Centennial","56-001-9991","AQS","38",".","."
"01/06/2007","36","Ozone","Centennial","56-001-9991","AQS","36","14","."
"01/07/2007","37","Ozone","Centennial","56-001-9991","AQS","37",".","."
"01/10/2007","42","Ozone","Centennial","56-001-9991","AQS","42",".","."
"01/11/2007","39","Ozone","Centennial","56-001-9991","AQS","39",".","."
"01/12/2007","37","Ozone","Centennial","56-001-9991","AQS","37","12","."
"01/13/2007","44","Ozone","Centennial","56-001-9991","AQS","44",".","."
"01/14/2007","42","Ozone","Centennial","56-001-9991","AQS","42",".","."
"01/15/2007","42","Ozone","Centennial","56-001-9991","AQS","42",".","."
"01/16/2007","42","Ozone","Centennial","56-001-9991","AQS","42",".","."
"01/17/2007","42","Ozone","Centennial","56-001-9991","AQS","42",".","."
"01/18/2007","47","Ozone","Centennial","56-001-9991","AQS","47","39","."
"01/19/2007","38","Ozone","Centennial","56-001-9991","AQS","38",".","."
"01/20/2007","37","Ozone","Centennial","56-001-9991","AQS","37",".","."
"01/21/2007","35","Ozone","Centennial","56-001-9991","AQS","35",".","."
"01/22/2007","38","Ozone","Centennial","56-001-9991","AQS","38",".","."
"01/23/2007","40","Ozone","Centennial","56-001-9991","AQS","40",".","."
"01/24/2007","38","Ozone","Centennial","56-001-9991","AQS","38","31","."
"01/25/2007","40","Ozone","Centennial","56-001-9991","AQS","40",".","."
"01/26/2007","41","Ozone","Centennial","56-001-9991","AQS","41",".","."
"01/27/2007","42","Ozone","Centennial","56-001-9991","AQS","42",".","."
"01/28/2007","43","Ozone","Centennial","56-001-9991","AQS","43",".","."
"01/29/2007","43","Ozone","Centennial","56-001-9991","AQS","43",".","."
"01/30/2007","44","Ozone","Centennial","56-001-9991","AQS","44","31","."
"01/31/2007","39","Ozone","Centennial","56-001-9991","AQS","39",".","."
"02/01/2007","37","Ozone","Centennial","56-001-9991","AQS","37",".","."
"02/02/2007","38","Ozone","Centennial","56-001-9991","AQS","38",".","."
"02/03/2007","41","Ozone","Centennial","56-001-9991","AQS","41",".","."
"02/04/2007","40","Ozone","Centennial","56-001-9991","AQS","40",".","."
"02/05/2007","33","Ozone","Centennial","56-001-9991","AQS","33","17","."
"02/06/2007","31","Ozone","Centennial","56-001-9991","AQS","31",".","."
