"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25"
"01/01/2010","44","Ozone","Centennial","56-001-9991","AQS","44","16","."
"01/02/2010","43","Ozone","Centennial","56-001-9991","AQS","43","17","11"
"01/03/2010","44","Ozone","Centennial","56-001-9991","AQS","44","6","."
"01/04/2010","44","Ozone","Centennial","56-001-9991","AQS","44","7","."
"01/05/2010","44","Ozone","Centennial","56-001-9991","AQS","44","29","9"
"01/06/2010","38","Ozone","Centennial","56-001-9991","AQS","38","32","."
"01/07/2010","40","Ozone","Centennial","56-001-9991","AQS","40","28","."
"01/08/2010","78","PM2.5","Laramie SLAM site","56-001-0006","AQS","41","42","78"
"01/09/2010","41","Ozone","Centennial","56-001-9991","AQS","41","28","."
"01/10/2010","38","Ozone","Centennial","56-001-9991","AQS","38","23","."
"01/11/2010","42","Ozone","Centennial","56-001-9991","AQS","42","39","."
"01/12/2010","43","Ozone","Centennial","56-001-9991","AQS","43","15","."
"01/13/2010","39","Ozone","Centennial","56-001-9991","AQS","39","18","."
"01/14/2010","45","PM10","MT. CEMENT CO. EAST SITE...EAST OF PLANT.","56-001-0800","AQS","38","45","3"
"01/15/2010","41","Ozone","Centennial","56-001-9991","AQS","41","13","."
"01/16/2010","38","Ozone","Centennial","56-001-9991","AQS","38","21","."
"01/17/2010","40","Ozone","Centennial","56-001-9991","AQS","40","18","28"
"01/18/2010","39","Ozone","Centennial","56-001-9991","AQS","39","19","."
"01/19/2010","35","Ozone","Centennial","56-001-9991","AQS","35","21","."
"01/20/2010","34","Ozone","Centennial","56-001-9991","AQS","34","32","33"
"01/21/2010","36","Ozone","Centennial","56-001-9991","AQS","36","19","."
"01/22/2010","41","Ozone","Centennial","56-001-9991","AQS","41","27","."
"01/23/2010","57","PM10","MT. CEMENT CO. EAST SITE...EAST OF PLANT.","56-001-0800","AQS","36","57","12"
"01/24/2010","32","Ozone","Centennial","56-001-9991","AQS","32","19","."
"01/25/2010","36","Ozone","Centennial","56-001-9991","AQS","36","19","."
"01/26/2010","36","Ozone","Centennial","56-001-9991","AQS","36","21","16"
"01/27/2010","36","Ozone","Centennial","56-001-9991","AQS","36","14","."
"01/28/2010","38","Ozone","Centennial","56-001-9991","AQS","38","10","."
"01/29/2010","55","PM2.5","Laramie SLAM site","56-001-0006","AQS","38","33","55"
"01/30/2010","40","Ozone","Centennial","56-001-9991","AQS","40","28","."
"01/31/2010","38","Ozone","Centennial","56-001-9991","AQS","38","18","."
"02/01/2010","36","Ozone","Centennial","56-001-9991","AQS","36","17","13"
"02/02/2010","46","Ozone","Centennial","56-001-9991","AQS","46","16","."
"02/03/2010","47","Ozone","Centennial","56-001-9991","AQS","47","27","."
"02/04/2010","45","Ozone","Centennial","56-001-9991","AQS","45","17","2"
"02/05/2010","47","Ozone","Centennial","56-001-9991","AQS","47","20","."
"02/06/2010","45","Ozone","Centennial","56-001-9991","AQS","45","14","."
"02/07/2010","44","Ozone","Centennial","56-001-9991","AQS","44","7","28"
"02/08/2010","58","Ozone","Centennial","56-001-9991","AQS","58","10","."
"02/09/2010","54","Ozone","Centennial","56-001-9991","AQS","54","22","."
"02/10/2010","45","Ozone","Centennial","56-001-9991","AQS","45","24","19"
"02/11/2010","42","Ozone","Centennial","56-001-9991","AQS","42","14","."
"02/12/2010","53","PM10","MT. CEMENT CO. EAST SITE...EAST OF PLANT.","56-001-0800","AQS","44","53","."
"02/13/2010","44","Ozone","Centennial","56-001-9991","AQS","44","20","9"
"02/14/2010","45","Ozone","Centennial","56-001-9991","AQS","45","18","."
"02/15/2010","48","Ozone","Centennial","56-001-9991","AQS","48","11","."
"02/16/2010","47","Ozone","Centennial","56-001-9991","AQS","47","28","43"
"02/17/2010","46","Ozone","Centennial","56-001-9991","AQS","46","17","."
"02/18/2010","44","Ozone","Centennial","56-001-9991","AQS","44","12","."
"02/19/2010","54","PM2.5","Laramie SLAM site","56-001-0006","AQS","46","17","54"
"02/20/2010","44","Ozone","Centennial","56-001-9991","AQS","44","12","."
"02/21/2010","47","Ozone","Centennial","56-001-9991","AQS","47","13","."
"02/22/2010","47","Ozone","Centennial","56-001-9991","AQS","47","15","44"
"02/23/2010","46","Ozone","Centennial","56-001-9991","AQS","46","18","."
"02/24/2010","49","Ozone","Centennial","56-001-9991","AQS","49","31","."
"02/25/2010","43","Ozone","Centennial","56-001-9991","AQS","43","11","23"
"02/26/2010","47","Ozone","Centennial","56-001-9991","AQS","47","13","."
"02/27/2010","51","Ozone","Centennial","56-001-9991","AQS","51","19","."
"02/28/2010","50","Ozone","Centennial","56-001-9991","AQS","50","27","43"
"03/01/2010","47","Ozone","Centennial","56-001-9991","AQS","47","16","."
"03/02/2010","47","Ozone","Centennial","56-001-9991","AQS","47","14","."
"03/03/2010","51","Ozone","Centennial","56-001-9991","AQS","51","30","27"
"03/04/2010","58","Ozone","Centennial","56-001-9991","AQS","58","27","."
"03/05/2010","64","Ozone","Centennial","56-001-9991","AQS","64","14","."
"03/06/2010","64","Ozone","Centennial","56-001-9991","AQS","64","11","28"
"03/07/2010","64","Ozone","Centennial","56-001-9991","AQS","64","14","."
"03/08/2010","50","Ozone","Centennial","56-001-9991","AQS","50","11","."
"03/09/2010","54","Ozone","Centennial","56-001-9991","AQS","54","19","23"
"03/10/2010","51","Ozone","Centennial","56-001-9991","AQS","51","11","."
"03/11/2010","48","Ozone","Centennial","56-001-9991","AQS","48","19","."
"03/12/2010","49","Ozone","Centennial","56-001-9991","AQS","49","29","18"
"03/13/2010","50","Ozone","Centennial","56-001-9991","AQS","50","17","."
"03/14/2010","61","Ozone","Centennial","56-001-9991","AQS","61","12","."
"03/15/2010","58","Ozone","Centennial","56-001-9991","AQS","58","25","32"
"03/16/2010","49","Ozone","Centennial","56-001-9991","AQS","49","15","."
"03/17/2010","54","Ozone","Centennial","56-001-9991","AQS","54","20","."
"03/18/2010","53","PM10","Laramie SLAM site","56-001-0006","AQS","51","53","20"
"03/19/2010","43","Ozone","Centennial","56-001-9991","AQS","43","10","."
"03/20/2010","49","Ozone","Centennial","56-001-9991","AQS","49","18","."
"03/21/2010","51","Ozone","Centennial","56-001-9991","AQS","51","22","12"
"03/22/2010","50","Ozone","Centennial","56-001-9991","AQS","50","28","."
"03/23/2010","45","Ozone","Centennial","56-001-9991","AQS","45","10","."
"03/24/2010","54","Ozone","Centennial","56-001-9991","AQS","54","13","21"
"03/25/2010","61","Ozone","Centennial","56-001-9991","AQS","61","18","."
"03/26/2010","49","Ozone","Centennial","56-001-9991","AQS","49","23","."
"03/27/2010","50","Ozone","Centennial","56-001-9991","AQS","50","12","10"
"03/28/2010","71","Ozone","Centennial","56-001-9991","AQS","71","20","."
"03/29/2010","51","Ozone","Centennial","56-001-9991","AQS","51","38","."
"03/30/2010","52","PM10","MT. CEMENT CO. EAST SITE...EAST OF PLANT.","56-001-0800","AQS","50","52","16"
"03/31/2010","61","Ozone","Centennial","56-001-9991","AQS","61","34","."
"04/01/2010","74","Ozone","Centennial","56-001-9991","AQS","74","10","."
"04/02/2010","49","Ozone","Centennial","56-001-9991","AQS","49","27","14"
"04/03/2010","64","Ozone","Centennial","56-001-9991","AQS","64","25","."
"04/04/2010","71","Ozone","Centennial","56-001-9991","AQS","71","18","."
"04/05/2010","61","Ozone","Centennial","56-001-9991","AQS","61","29","."
"04/06/2010","61","Ozone","Centennial","56-001-9991","AQS","61","34","."
"04/07/2010","64","Ozone","Centennial","56-001-9991","AQS","64","14","."
"04/08/2010","51","Ozone","Centennial","56-001-9991","AQS","51","19","12"
"04/09/2010","87","Ozone","Centennial","56-001-9991","AQS","87","22","."
"04/10/2010","87","Ozone","Centennial","56-001-9991","AQS","87","19","."
"04/11/2010","74","Ozone","Centennial","56-001-9991","AQS","74","26","29"
"04/12/2010","64","Ozone","Centennial","56-001-9991","AQS","64","36","."
"04/13/2010","63","PM10","MT. CEMENT CO. EAST SITE...EAST OF PLANT.","56-001-0800","AQS",".","63","."
"04/14/2010","105","Ozone","Centennial","56-001-9991","AQS","105","25","16"
