"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25"
"01/01/2003","46","Ozone","Centennial","56-001-9991","AQS","46",".","."
"01/02/2003","47","Ozone","Centennial","56-001-9991","AQS","47",".","."
"01/03/2003","44","Ozone","Centennial","56-001-9991","AQS","44","30","2"
"01/04/2003","45","Ozone","Centennial","56-001-9991","AQS","45",".","."
"01/05/2003","45","Ozone","Centennial","56-001-9991","AQS","45",".","."
"01/06/2003","61","Ozone","Centennial","56-001-9991","AQS","61",".","0"
"01/07/2003","58","Ozone","Centennial","56-001-9991","AQS","58",".","."
"01/08/2003","50","Ozone","Centennial","56-001-9991","AQS","50",".","."
"01/09/2003","50","Ozone","Centennial","56-001-9991","AQS","50","42","2"
"01/10/2003","47","Ozone","Centennial","56-001-9991","AQS","47",".","."
"01/11/2003","46","Ozone","Centennial","56-001-9991","AQS","46",".","."
"01/12/2003","47","Ozone","Centennial","56-001-9991","AQS","47",".","3"
"01/13/2003","44","Ozone","Centennial","56-001-9991","AQS","44",".","."
"01/14/2003","43","Ozone","Centennial","56-001-9991","AQS","43",".","."
"01/15/2003","47","PM10","MT. CEMENT CO. EAST SITE...EAST OF PLANT.","56-001-0800","AQS","43","47","2"
"01/16/2003","46","Ozone","Centennial","56-001-9991","AQS","46",".","."
"01/17/2003","47","Ozone","Centennial","56-001-9991","AQS","47",".","."
"01/18/2003","48","Ozone","Centennial","56-001-9991","AQS","48",".","1"
"01/19/2003","49","Ozone","Centennial","56-001-9991","AQS","49",".","."
"01/20/2003","44","Ozone","Centennial","56-001-9991","AQS","44",".","."
"01/21/2003","52","PM10","MT. CEMENT CO. EAST SITE...EAST OF PLANT.","56-001-0800","AQS","43","52","4"
"01/22/2003","48","Ozone","Centennial","56-001-9991","AQS","48",".","."
"01/23/2003","45","Ozone","Centennial","56-001-9991","AQS","45",".","."
"01/24/2003","47","Ozone","Centennial","56-001-9991","AQS","47",".","5"
"01/25/2003","46","Ozone","Centennial","56-001-9991","AQS","46",".","."
"01/26/2003","44","Ozone","Centennial","56-001-9991","AQS","44",".","."
"01/27/2003","44","Ozone","Centennial","56-001-9991","AQS","44","33","4"
"01/28/2003","44","Ozone","Centennial","56-001-9991","AQS","44",".","."
"01/29/2003","50","Ozone","Centennial","56-001-9991","AQS","50",".","."
"01/30/2003","45","Ozone","Centennial","56-001-9991","AQS","45",".","2"
"01/31/2003","31","Ozone","Centennial","56-001-9991","AQS","31",".","."
"02/01/2003","39","Ozone","Centennial","56-001-9991","AQS","39",".","."
"02/02/2003","53","PM10","NORTH SITE...NORTH OF MT. CEMENT PLANT","56-001-0801","AQS","44","53","3"
"02/03/2003","45","Ozone","Centennial","56-001-9991","AQS","45",".","."
"02/04/2003","43","Ozone","Centennial","56-001-9991","AQS","43",".","."
"02/05/2003","44","Ozone","Centennial","56-001-9991","AQS","44",".","3"
"02/06/2003","49","Ozone","Centennial","56-001-9991","AQS","49",".","."
"02/07/2003","50","Ozone","Centennial","56-001-9991","AQS","50",".","."
"02/08/2003","51","Ozone","Centennial","56-001-9991","AQS","51","14","2"
"02/09/2003","48","Ozone","Centennial","56-001-9991","AQS","48",".","."
"02/10/2003","49","Ozone","Centennial","56-001-9991","AQS","49",".","."
"02/11/2003","84","Ozone","Centennial","56-001-9991","AQS","84",".","1"
"02/12/2003","84","Ozone","Centennial","56-001-9991","AQS","84",".","."
"02/13/2003","48","Ozone","Centennial","56-001-9991","AQS","48",".","."
"02/14/2003","46","Ozone","Centennial","56-001-9991","AQS","46","10","0"
"02/15/2003","47","Ozone","Centennial","56-001-9991","AQS","47",".","."
"02/16/2003","51","Ozone","Centennial","56-001-9991","AQS","51",".","."
"02/17/2003","54","Ozone","Centennial","56-001-9991","AQS","54",".","2"
"02/18/2003","51","Ozone","Centennial","56-001-9991","AQS","51",".","."
"02/19/2003","49","Ozone","Centennial","56-001-9991","AQS","49",".","."
"02/20/2003","48","Ozone","Centennial","56-001-9991","AQS","48","44","5"
"02/21/2003","44","Ozone","Centennial","56-001-9991","AQS","44",".","."
"02/22/2003","47","Ozone","Centennial","56-001-9991","AQS","47",".","."
"02/23/2003","46","Ozone","Centennial","56-001-9991","AQS","46",".","3"
"02/24/2003","48","Ozone","Centennial","56-001-9991","AQS","48",".","."
