"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25"
"01/01/2008","49","Ozone","Centennial","56-001-9991","AQS","49","32","."
"01/02/2008","26","PM10","NORTH SITE...NORTH OF MT. CEMENT PLANT","56-001-0801","AQS",".","26","."
"01/03/2008","43","Ozone","Centennial","56-001-9991","AQS","43","28","."
"01/04/2008","41","Ozone","Centennial","56-001-9991","AQS","41",".","."
"01/05/2008","44","Ozone","Centennial","56-001-9991","AQS","44","22","."
"01/06/2008","44","Ozone","Centennial","56-001-9991","AQS","44","16","."
"01/07/2008","43","Ozone","Centennial","56-001-9991","AQS","43","19","."
"01/08/2008","46","Ozone","Centennial","56-001-9991","AQS","46","31","."
"01/09/2008","42","Ozone","Centennial","56-001-9991","AQS","42","29","."
"01/10/2008","55","PM10","MT. CEMENT CO. EAST SITE...EAST OF PLANT.","56-001-0800","AQS","46","55","."
"01/11/2008","43","Ozone","Centennial","56-001-9991","AQS","43","36","."
"01/12/2008","43","Ozone","Centennial","56-001-9991","AQS","43","19","."
"01/13/2008","44","Ozone","Centennial","56-001-9991","AQS","44","16","."
"01/14/2008","47","Ozone","Centennial","56-001-9991","AQS","47","23","."
"01/15/2008","51","PM10","MT. CEMENT CO. EAST SITE...EAST OF PLANT.","56-001-0800","AQS","46","51","."
"01/16/2008","43","Ozone","Centennial","56-001-9991","AQS","43","14","."
"01/17/2008","57","PM10","MT. CEMENT CO. EAST SITE...EAST OF PLANT.","56-001-0800","AQS","44","57","."
"01/18/2008","42","Ozone","Centennial","56-001-9991","AQS","42","22","."
"01/19/2008","43","Ozone","Centennial","56-001-9991","AQS","43","31","."
"01/20/2008","44","Ozone","Centennial","56-001-9991","AQS","44","21","."
"01/21/2008","44","Ozone","Centennial","56-001-9991","AQS","44","29","."
"01/22/2008","47","Ozone","Centennial","56-001-9991","AQS","47","35","."
"01/23/2008","48","Ozone","Centennial","56-001-9991","AQS","48","24","."
"01/24/2008","59","PM10","NORTH SITE...NORTH OF MT. CEMENT PLANT","56-001-0801","AQS","48","59","."
"01/25/2008","113","PM10","MT. CEMENT CO. EAST SITE...EAST OF PLANT.","56-001-0800","AQS","46","113","."
"01/26/2008","63","PM10","MT. CEMENT CO. EAST SITE...EAST OF PLANT.","56-001-0800","AQS","47","63","."
"01/27/2008","93","PM10","MT. CEMENT CO. EAST SITE...EAST OF PLANT.","56-001-0800","AQS","48","93","."
"01/28/2008","63","PM10","MT. CEMENT CO. EAST SITE...EAST OF PLANT.","56-001-0800","AQS","47","63","."
