"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25"
"01/01/2003","30","Ozone","PAINTED CANYON","38-007-0002","AQS","30","."
"01/02/2003","28","Ozone","PAINTED CANYON","38-007-0002","AQS","28","."
"01/03/2003","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","5"
"01/04/2003","29","Ozone","PAINTED CANYON","38-007-0002","AQS","29","."
"01/05/2003","25","Ozone","PAINTED CANYON","38-007-0002","AQS","25","."
"01/06/2003","24","Ozone","PAINTED CANYON","38-007-0002","AQS","24","8"
"01/07/2003","27","Ozone","PAINTED CANYON","38-007-0002","AQS","27","."
"01/08/2003","35","Ozone","PAINTED CANYON","38-007-0002","AQS","35","."
"01/09/2003","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","8"
"01/10/2003","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","."
"01/11/2003","30","Ozone","PAINTED CANYON","38-007-0002","AQS","30","."
"01/12/2003","26","Ozone","PAINTED CANYON","38-007-0002","AQS","26","15"
"01/13/2003","26","Ozone","PAINTED CANYON","38-007-0002","AQS","26","."
"01/14/2003","33","Ozone","PAINTED CANYON","38-007-0002","AQS","33","."
"01/15/2003","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","21"
"01/16/2003","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","11"
"01/17/2003","33","Ozone","PAINTED CANYON","38-007-0002","AQS","33","."
"01/18/2003","33","Ozone","PAINTED CANYON","38-007-0002","AQS","33","10"
"01/19/2003","33","Ozone","PAINTED CANYON","38-007-0002","AQS","33","."
"01/20/2003","36","Ozone","PAINTED CANYON","38-007-0002","AQS","36","."
"01/21/2003","34","Ozone","PAINTED CANYON","38-007-0002","AQS","34","16"
"01/22/2003","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","."
"01/23/2003","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","."
"01/24/2003","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","18"
"01/25/2003","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","."
"01/26/2003","33","Ozone","PAINTED CANYON","38-007-0002","AQS","33","."
"01/27/2003","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","4"
"01/28/2003","26","Ozone","PAINTED CANYON","38-007-0002","AQS","26","."
"01/29/2003","27","Ozone","PAINTED CANYON","38-007-0002","AQS","27","."
"01/30/2003","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","7"
"01/31/2003","27","Ozone","PAINTED CANYON","38-007-0002","AQS","27","."
"02/01/2003","19","Ozone","PAINTED CANYON","38-007-0002","AQS","19","."
"02/02/2003","29","Ozone","PAINTED CANYON","38-007-0002","AQS","29","16"
"02/03/2003","29","Ozone","PAINTED CANYON","38-007-0002","AQS","29","."
"02/04/2003","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","."
"02/05/2003","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","15"
"02/06/2003","35","Ozone","PAINTED CANYON","38-007-0002","AQS","35","."
"02/07/2003","33","Ozone","PAINTED CANYON","38-007-0002","AQS","33","."
"02/08/2003","35","Ozone","PAINTED CANYON","38-007-0002","AQS","35","10"
"02/09/2003","36","Ozone","PAINTED CANYON","38-007-0002","AQS","36","."
"02/10/2003","36","Ozone","PAINTED CANYON","38-007-0002","AQS","36","."
"02/11/2003","35","Ozone","PAINTED CANYON","38-007-0002","AQS","35","6"
"02/14/2003","43","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","43"
"02/17/2003","29","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","29"
"02/20/2003","30","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","30"
"02/21/2003","37","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","37"
"02/23/2003","14","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","14"
"02/26/2003","17","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","17"
"03/01/2003","24","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","24"
"03/04/2003","16","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","16"
"03/07/2003","34","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","34"
"03/10/2003","24","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","24"
"03/13/2003","11","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","11"
"03/16/2003","10","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","10"
"03/19/2003","25","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","25"
"03/22/2003","14","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","14"
"03/25/2003","7","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","7"
"03/28/2003","14","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","14"
"03/31/2003","6","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","6"
"04/03/2003","14","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","14"
"04/09/2003","24","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","24"
"04/12/2003","26","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","26"
"04/15/2003","33","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","33"
"04/18/2003","15","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","15"
"04/21/2003","44","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","44"
"04/24/2003","33","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","33"
"04/27/2003","10","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","10"
"04/30/2003","20","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","20"
"05/03/2003","21","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","21"
"05/06/2003","8","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","8"
"05/09/2003","17","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","17"
"05/12/2003","15","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","15"
"05/15/2003","25","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","25"
"05/18/2003","18","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","18"
"05/21/2003","17","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","17"
"05/24/2003","18","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","18"
"05/27/2003","26","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","26"
"05/30/2003","18","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","18"
"06/02/2003","27","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","27"
"06/05/2003","11","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","11"
