"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25"
"01/01/2022","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","21"
"01/02/2022","38","Ozone","PAINTED CANYON","38-007-0002","AQS","38","9"
"01/03/2022","33","Ozone","PAINTED CANYON","38-007-0002","AQS","33","8"
"01/04/2022","30","Ozone","PAINTED CANYON","38-007-0002","AQS","30","19"
"01/05/2022","29","Ozone","PAINTED CANYON","38-007-0002","AQS","29","15"
"01/06/2022","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","23"
"01/07/2022","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","18"
"01/08/2022","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","22"
"01/09/2022","34","PM2.5","PAINTED CANYON","38-007-0002","AQS","28","34"
"01/10/2022","39","Ozone","PAINTED CANYON","38-007-0002","AQS","39","25"
"01/11/2022","39","Ozone","PAINTED CANYON","38-007-0002","AQS","39","9"
"01/12/2022","34","Ozone","PAINTED CANYON","38-007-0002","AQS","34","0"
"01/13/2022","24","Ozone","PAINTED CANYON","38-007-0002","AQS","24","13"
"01/14/2022","29","Ozone","PAINTED CANYON","38-007-0002","AQS","29","23"
"01/15/2022","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","25"
"01/16/2022","36","Ozone","PAINTED CANYON","38-007-0002","AQS","36","0"
"01/17/2022","33","Ozone","PAINTED CANYON","38-007-0002","AQS","33","12"
"01/18/2022","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","16"
"01/19/2022","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","23"
"01/20/2022","29","Ozone","PAINTED CANYON","38-007-0002","AQS","29","16"
"01/21/2022","34","Ozone","PAINTED CANYON","38-007-0002","AQS","34","6"
"01/22/2022","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","14"
"01/23/2022","33","Ozone","PAINTED CANYON","38-007-0002","AQS","33","18"
"01/24/2022","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","16"
"01/25/2022","34","Ozone","PAINTED CANYON","38-007-0002","AQS","34","20"
"01/26/2022","35","Ozone","PAINTED CANYON","38-007-0002","AQS","35","11"
"01/27/2022","33","Ozone","PAINTED CANYON","38-007-0002","AQS","33","16"
"01/28/2022","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","14"
"01/29/2022","27","Ozone","PAINTED CANYON","38-007-0002","AQS","27","5"
"01/30/2022","35","Ozone","PAINTED CANYON","38-007-0002","AQS","35","13"
"01/31/2022","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","16"
"02/01/2022","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","16"
"02/02/2022","29","Ozone","PAINTED CANYON","38-007-0002","AQS","29","24"
"02/03/2022","29","Ozone","PAINTED CANYON","38-007-0002","AQS","29","21"
"02/04/2022","35","Ozone","PAINTED CANYON","38-007-0002","AQS","35","25"
"02/05/2022","36","Ozone","PAINTED CANYON","38-007-0002","AQS","36","9"
"02/06/2022","33","Ozone","PAINTED CANYON","38-007-0002","AQS","33","9"
"02/07/2022","36","Ozone","PAINTED CANYON","38-007-0002","AQS","36","10"
"02/08/2022","36","Ozone","PAINTED CANYON","38-007-0002","AQS","36","13"
"02/09/2022","33","Ozone","PAINTED CANYON","38-007-0002","AQS","33","0"
"02/10/2022","38","Ozone","PAINTED CANYON","38-007-0002","AQS","38","15"
"02/11/2022","30","Ozone","PAINTED CANYON","38-007-0002","AQS","30","20"
"02/12/2022","30","Ozone","PAINTED CANYON","38-007-0002","AQS","30","23"
"02/13/2022","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","22"
"02/14/2022","26","PM2.5","PAINTED CANYON","38-007-0002","AQS","22","26"
"02/15/2022","28","PM2.5","PAINTED CANYON","38-007-0002","AQS","24","28"
"02/16/2022","34","Ozone","PAINTED CANYON","38-007-0002","AQS","34","19"
"02/17/2022","33","Ozone","PAINTED CANYON","38-007-0002","AQS","33","22"
"02/18/2022","33","Ozone","PAINTED CANYON","38-007-0002","AQS","33","17"
"02/19/2022","33","Ozone","PAINTED CANYON","38-007-0002","AQS","33","21"
"02/20/2022","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","19"
"02/21/2022","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","27"
"02/22/2022","37","PM2.5","PAINTED CANYON","38-007-0002","AQS","31","37"
"02/23/2022","34","Ozone","PAINTED CANYON","38-007-0002","AQS","34","32"
"02/24/2022","35","PM2.5","PAINTED CANYON","38-007-0002","AQS","33","35"
"02/25/2022","42","Ozone","PAINTED CANYON","38-007-0002","AQS","42","28"
"02/26/2022","41","Ozone","PAINTED CANYON","38-007-0002","AQS","41","17"
"02/27/2022","39","Ozone","PAINTED CANYON","38-007-0002","AQS","39","11"
"02/28/2022","35","Ozone","PAINTED CANYON","38-007-0002","AQS","35","13"
"03/01/2022","25","Ozone","PAINTED CANYON","38-007-0002","AQS","25","17"
"03/02/2022","30","Ozone","PAINTED CANYON","38-007-0002","AQS","30","27"
"03/03/2022","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","20"
"03/04/2022","29","PM2.5","PAINTED CANYON","38-007-0002","AQS","25","29"
"03/05/2022","41","Ozone","PAINTED CANYON","38-007-0002","AQS","41","15"
"03/06/2022","40","Ozone","PAINTED CANYON","38-007-0002","AQS","40","22"
"03/07/2022","38","Ozone","PAINTED CANYON","38-007-0002","AQS","38","26"
"03/08/2022","37","Ozone","PAINTED CANYON","38-007-0002","AQS","37","0"
"03/09/2022","35","Ozone","PAINTED CANYON","38-007-0002","AQS","35","22"
