"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25"
"01/01/2014","27","Ozone","PAINTED CANYON","38-007-0002","AQS","27","."
"01/02/2014","35","Ozone","PAINTED CANYON","38-007-0002","AQS","35","14"
"01/03/2014","35","Ozone","PAINTED CANYON","38-007-0002","AQS","35","."
"01/04/2014","35","Ozone","PAINTED CANYON","38-007-0002","AQS","35","."
"01/05/2014","35","Ozone","PAINTED CANYON","38-007-0002","AQS","35","13"
"01/06/2014","36","Ozone","PAINTED CANYON","38-007-0002","AQS","36","."
"01/07/2014","34","Ozone","PAINTED CANYON","38-007-0002","AQS","34","."
"01/08/2014","33","Ozone","PAINTED CANYON","38-007-0002","AQS","33","10"
"01/09/2014","35","Ozone","PAINTED CANYON","38-007-0002","AQS","35","."
"01/10/2014","37","Ozone","PAINTED CANYON","38-007-0002","AQS","37","."
"01/11/2014","37","Ozone","PAINTED CANYON","38-007-0002","AQS","37","5"
"01/12/2014","37","Ozone","PAINTED CANYON","38-007-0002","AQS","37","."
"01/13/2014","35","Ozone","PAINTED CANYON","38-007-0002","AQS","35","."
"01/14/2014","35","Ozone","PAINTED CANYON","38-007-0002","AQS","35","3"
"01/15/2014","39","Ozone","PAINTED CANYON","38-007-0002","AQS","39","."
"01/16/2014","36","Ozone","PAINTED CANYON","38-007-0002","AQS","36","."
"01/17/2014","36","Ozone","PAINTED CANYON","38-007-0002","AQS","36","8"
"01/18/2014","36","Ozone","PAINTED CANYON","38-007-0002","AQS","36","."
"01/19/2014","40","Ozone","PAINTED CANYON","38-007-0002","AQS","40","."
"01/20/2014","36","Ozone","PAINTED CANYON","38-007-0002","AQS","36","7"
"01/21/2014","34","Ozone","PAINTED CANYON","38-007-0002","AQS","34","."
"01/22/2014","34","Ozone","PAINTED CANYON","38-007-0002","AQS","34","."
"01/23/2014","33","Ozone","PAINTED CANYON","38-007-0002","AQS","33","13"
"01/24/2014","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","."
"01/25/2014","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","."
"01/26/2014","37","Ozone","PAINTED CANYON","38-007-0002","AQS","37","5"
"01/27/2014","36","Ozone","PAINTED CANYON","38-007-0002","AQS","36","."
"01/28/2014","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","."
"01/29/2014","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","18"
"01/30/2014","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","."
"01/31/2014","33","Ozone","PAINTED CANYON","38-007-0002","AQS","33","."
"02/01/2014","36","Ozone","PAINTED CANYON","38-007-0002","AQS","36","6"
"02/02/2014","37","Ozone","PAINTED CANYON","38-007-0002","AQS","37","."
"02/03/2014","36","Ozone","PAINTED CANYON","38-007-0002","AQS","36","."
"02/04/2014","36","Ozone","PAINTED CANYON","38-007-0002","AQS","36","13"
"02/05/2014","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","."
"02/06/2014","35","Ozone","PAINTED CANYON","38-007-0002","AQS","35","."
"02/07/2014","36","Ozone","PAINTED CANYON","38-007-0002","AQS","36","10"
"02/08/2014","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","."
"02/09/2014","33","Ozone","PAINTED CANYON","38-007-0002","AQS","33","."
"02/10/2014","34","Ozone","PAINTED CANYON","38-007-0002","AQS","34","25"
"02/11/2014","38","Ozone","PAINTED CANYON","38-007-0002","AQS","38","."
"02/12/2014","38","Ozone","PAINTED CANYON","38-007-0002","AQS","38","."
"02/13/2014","30","Ozone","PAINTED CANYON","38-007-0002","AQS","30","22"
"02/14/2014","35","Ozone","PAINTED CANYON","38-007-0002","AQS","35","."
"02/15/2014","34","Ozone","PAINTED CANYON","38-007-0002","AQS","34","."
"02/16/2014","36","Ozone","PAINTED CANYON","38-007-0002","AQS","36","27"
"02/17/2014","37","Ozone","PAINTED CANYON","38-007-0002","AQS","37","."
"02/18/2014","39","Ozone","PAINTED CANYON","38-007-0002","AQS","39","."
"02/19/2014","37","Ozone","PAINTED CANYON","38-007-0002","AQS","37","2"
"02/20/2014","38","Ozone","PAINTED CANYON","38-007-0002","AQS","38","."
"02/21/2014","37","Ozone","PAINTED CANYON","38-007-0002","AQS","37","."
"02/22/2014","34","Ozone","PAINTED CANYON","38-007-0002","AQS","34","16"
"02/23/2014","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","."
"02/24/2014","30","Ozone","PAINTED CANYON","38-007-0002","AQS","30","."
"02/25/2014","35","Ozone","PAINTED CANYON","38-007-0002","AQS","35","10"
"02/26/2014","41","Ozone","PAINTED CANYON","38-007-0002","AQS","41","."
"02/27/2014","38","Ozone","PAINTED CANYON","38-007-0002","AQS","38","."
"02/28/2014","35","Ozone","PAINTED CANYON","38-007-0002","AQS","35","19"
"03/01/2014","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","."
"03/02/2014","34","Ozone","PAINTED CANYON","38-007-0002","AQS","34","."
"03/03/2014","34","Ozone","PAINTED CANYON","38-007-0002","AQS","34","17"
"03/04/2014","33","Ozone","PAINTED CANYON","38-007-0002","AQS","33","."
"03/05/2014","40","Ozone","PAINTED CANYON","38-007-0002","AQS","40","."
"03/06/2014","41","Ozone","PAINTED CANYON","38-007-0002","AQS","41","23"
"03/07/2014","41","Ozone","PAINTED CANYON","38-007-0002","AQS","41","."
"03/08/2014","37","Ozone","PAINTED CANYON","38-007-0002","AQS","37","."
"03/09/2014","38","Ozone","PAINTED CANYON","38-007-0002","AQS","38","4"
"03/10/2014","37","Ozone","PAINTED CANYON","38-007-0002","AQS","37","."
"03/11/2014","42","Ozone","PAINTED CANYON","38-007-0002","AQS","42","."
"03/12/2014","40","Ozone","PAINTED CANYON","38-007-0002","AQS","40","8"
"03/13/2014","44","Ozone","PAINTED CANYON","38-007-0002","AQS","44","."
"03/14/2014","44","Ozone","PAINTED CANYON","38-007-0002","AQS","44","."
"03/15/2014","26","Ozone","PAINTED CANYON","38-007-0002","AQS","26","14"
"03/16/2014","38","Ozone","PAINTED CANYON","38-007-0002","AQS","38","."
"03/17/2014","33","Ozone","PAINTED CANYON","38-007-0002","AQS","33","."
"03/18/2014","40","Ozone","PAINTED CANYON","38-007-0002","AQS","40","16"
"03/19/2014","42","Ozone","PAINTED CANYON","38-007-0002","AQS","42","."
"03/20/2014","44","Ozone","PAINTED CANYON","38-007-0002","AQS","44","."
"03/21/2014","36","Ozone","PAINTED CANYON","38-007-0002","AQS","36","12"
"03/22/2014","37","Ozone","PAINTED CANYON","38-007-0002","AQS","37","."
"03/23/2014","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","."
