"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25"
"01/01/2001","30","Ozone","PAINTED CANYON","38-007-0002","AQS","30","13"
"01/02/2001","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","."
"01/03/2001","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","."
"01/04/2001","33","Ozone","PAINTED CANYON","38-007-0002","AQS","33","4"
"01/05/2001","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","."
"01/06/2001","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","."
"01/07/2001","28","Ozone","PAINTED CANYON","38-007-0002","AQS","28","6"
"01/08/2001","27","Ozone","PAINTED CANYON","38-007-0002","AQS","27","."
"01/09/2001","30","Ozone","PAINTED CANYON","38-007-0002","AQS","30","."
"01/10/2001","24","Ozone","PAINTED CANYON","38-007-0002","AQS","24","12"
"01/11/2001","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","."
"01/12/2001","29","Ozone","PAINTED CANYON","38-007-0002","AQS","29","."
"01/13/2001","54","PM2.5","PAINTED CANYON","38-007-0002","AQS","25","54"
"01/14/2001","27","Ozone","PAINTED CANYON","38-007-0002","AQS","27","."
"01/15/2001","23","Ozone","PAINTED CANYON","38-007-0002","AQS","23","."
"01/16/2001","40","PM2.5","PAINTED CANYON","38-007-0002","AQS","30","40"
"01/17/2001","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","."
"01/18/2001","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","."
"01/19/2001","33","Ozone","PAINTED CANYON","38-007-0002","AQS","33","14"
"01/20/2001","30","Ozone","PAINTED CANYON","38-007-0002","AQS","30","."
"01/21/2001","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","."
"01/22/2001","33","Ozone","PAINTED CANYON","38-007-0002","AQS","33","6"
"01/23/2001","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","."
"01/24/2001","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","."
"01/25/2001","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","29"
"01/26/2001","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","."
"01/27/2001","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","."
"01/28/2001","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","20"
