"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25"
"01/01/2004","11","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","11"
"01/04/2004","14","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","14"
"01/07/2004","10","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","10"
"01/10/2004","8","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","8"
"01/13/2004","13","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","13"
"01/16/2004","18","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","18"
"01/19/2004","28","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","28"
"01/22/2004","10","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","10"
"01/28/2004","11","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","11"
"01/29/2004","18","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","18"
"01/31/2004","20","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","20"
"02/03/2004","28","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","28"
"02/06/2004","22","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","22"
"02/09/2004","5","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","5"
"02/12/2004","9","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","9"
"02/15/2004","18","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","18"
"02/18/2004","11","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","11"
"02/21/2004","7","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","7"
"02/24/2004","33","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","33"
"02/27/2004","16","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","16"
"03/01/2004","13","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","13"
"03/04/2004","35","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","35"
"03/07/2004","5","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","5"
"03/10/2004","9","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","9"
"03/13/2004","9","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","9"
"03/16/2004","8","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","8"
"03/19/2004","8","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","8"
"03/22/2004","15","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","15"
"03/25/2004","13","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","13"
"03/28/2004","11","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","11"
"03/31/2004","13","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","13"
"04/03/2004","18","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","18"
"04/06/2004","33","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","33"
"04/09/2004","22","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","22"
"04/12/2004","20","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","20"
"04/15/2004","21","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","21"
"04/18/2004","32","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","32"
"04/21/2004","18","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","18"
"04/24/2004","14","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","14"
"04/27/2004","24","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","24"
"04/30/2004","9","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","9"
"05/03/2004","18","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","18"
"05/06/2004","15","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","15"
"05/09/2004","15","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","15"
"05/12/2004","10","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","10"
"05/15/2004","18","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","18"
"05/18/2004","11","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","11"
"05/21/2004","27","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","27"
"05/27/2004","44","Ozone","PAINTED CANYON","38-007-0002","AQS","44","17"
"05/28/2004","39","Ozone","PAINTED CANYON","38-007-0002","AQS","39","."
"05/29/2004","42","Ozone","PAINTED CANYON","38-007-0002","AQS","42","."
"05/30/2004","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","."
"05/31/2004","36","Ozone","PAINTED CANYON","38-007-0002","AQS","36","."
"06/01/2004","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","12"
"06/02/2004","41","Ozone","PAINTED CANYON","38-007-0002","AQS","41","18"
"06/03/2004","50","Ozone","PAINTED CANYON","38-007-0002","AQS","50","."
"06/04/2004","50","Ozone","PAINTED CANYON","38-007-0002","AQS","50","."
