"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25"
"01/01/2012","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","2"
"01/02/2012","29","Ozone","PAINTED CANYON","38-007-0002","AQS","29","."
"01/03/2012","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","."
"01/04/2012","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","8"
"01/05/2012","35","Ozone","PAINTED CANYON","38-007-0002","AQS","35","."
"01/06/2012","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","."
"01/07/2012","26","Ozone","PAINTED CANYON","38-007-0002","AQS","26","6"
"01/08/2012","30","Ozone","PAINTED CANYON","38-007-0002","AQS","30","."
"01/09/2012","30","Ozone","PAINTED CANYON","38-007-0002","AQS","30","."
"01/10/2012","29","Ozone","PAINTED CANYON","38-007-0002","AQS","29","7"
"01/11/2012","30","Ozone","PAINTED CANYON","38-007-0002","AQS","30","."
"01/12/2012","30","Ozone","PAINTED CANYON","38-007-0002","AQS","30","."
"01/13/2012","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","5"
"01/14/2012","30","Ozone","PAINTED CANYON","38-007-0002","AQS","30","."
"01/15/2012","29","Ozone","PAINTED CANYON","38-007-0002","AQS","29","."
"01/16/2012","26","Ozone","PAINTED CANYON","38-007-0002","AQS","26","14"
"01/17/2012","24","Ozone","PAINTED CANYON","38-007-0002","AQS","24","."
"01/18/2012","26","Ozone","PAINTED CANYON","38-007-0002","AQS","26","."
"01/19/2012","25","Ozone","PAINTED CANYON","38-007-0002","AQS","25","13"
"01/20/2012","22","Ozone","PAINTED CANYON","38-007-0002","AQS","22","."
"01/21/2012","21","Ozone","PAINTED CANYON","38-007-0002","AQS","21","."
"01/22/2012","28","Ozone","PAINTED CANYON","38-007-0002","AQS","28","16"
"01/23/2012","28","Ozone","PAINTED CANYON","38-007-0002","AQS","28","."
"01/24/2012","29","Ozone","PAINTED CANYON","38-007-0002","AQS","29","."
"01/25/2012","33","Ozone","PAINTED CANYON","38-007-0002","AQS","33","4"
"01/26/2012","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","."
"01/27/2012","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","."
"01/28/2012","30","Ozone","PAINTED CANYON","38-007-0002","AQS","30","8"
"01/29/2012","28","Ozone","PAINTED CANYON","38-007-0002","AQS","28","."
"01/30/2012","27","Ozone","PAINTED CANYON","38-007-0002","AQS","27","."
"01/31/2012","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","2"
"02/01/2012","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","."
"02/02/2012","26","Ozone","PAINTED CANYON","38-007-0002","AQS","26","."
"02/03/2012","26","PM2.5","PAINTED CANYON","38-007-0002","AQS","19","26"
"02/04/2012","24","Ozone","PAINTED CANYON","38-007-0002","AQS","24","."
