"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25"
"01/01/2002","27","Ozone","PAINTED CANYON","38-007-0002","AQS","27","."
"01/02/2002","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","7"
"01/03/2002","27","Ozone","PAINTED CANYON","38-007-0002","AQS","27","."
"01/04/2002","24","Ozone","PAINTED CANYON","38-007-0002","AQS","24","."
"01/05/2002","27","Ozone","PAINTED CANYON","38-007-0002","AQS","27","5"
"01/06/2002","28","Ozone","PAINTED CANYON","38-007-0002","AQS","28","."
"01/07/2002","27","Ozone","PAINTED CANYON","38-007-0002","AQS","27","."
"01/08/2002","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","11"
"01/09/2002","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","."
"01/10/2002","30","Ozone","PAINTED CANYON","38-007-0002","AQS","30","."
"01/11/2002","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","4"
"01/12/2002","30","Ozone","PAINTED CANYON","38-007-0002","AQS","30","."
"01/13/2002","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","."
"01/14/2002","33","Ozone","PAINTED CANYON","38-007-0002","AQS","33","7"
"01/15/2002","33","Ozone","PAINTED CANYON","38-007-0002","AQS","33","."
"01/16/2002","27","Ozone","PAINTED CANYON","38-007-0002","AQS","27","."
"01/17/2002","29","Ozone","PAINTED CANYON","38-007-0002","AQS","29","."
"01/18/2002","28","Ozone","PAINTED CANYON","38-007-0002","AQS","28","."
"01/19/2002","30","Ozone","PAINTED CANYON","38-007-0002","AQS","30","."
"01/20/2002","30","Ozone","PAINTED CANYON","38-007-0002","AQS","30","6"
"01/21/2002","33","Ozone","PAINTED CANYON","38-007-0002","AQS","33","."
"01/22/2002","33","Ozone","PAINTED CANYON","38-007-0002","AQS","33","."
"01/23/2002","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","20"
"01/24/2002","33","Ozone","PAINTED CANYON","38-007-0002","AQS","33","."
"01/25/2002","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","."
"01/26/2002","67","PM2.5","PAINTED CANYON","38-007-0002","AQS","20","67"
"01/27/2002","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","."
"01/28/2002","30","Ozone","PAINTED CANYON","38-007-0002","AQS","30","."
"01/29/2002","27","Ozone","PAINTED CANYON","38-007-0002","AQS","27","19"
"01/30/2002","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","."
"01/31/2002","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","."
"02/01/2002","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","10"
"02/02/2002","33","Ozone","PAINTED CANYON","38-007-0002","AQS","33","."
"02/03/2002","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","."
"02/04/2002","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","7"
"02/05/2002","33","Ozone","PAINTED CANYON","38-007-0002","AQS","33","."
"02/06/2002","36","Ozone","PAINTED CANYON","38-007-0002","AQS","36","."
"02/07/2002","37","Ozone","PAINTED CANYON","38-007-0002","AQS","37","5"
"02/08/2002","29","Ozone","PAINTED CANYON","38-007-0002","AQS","29","."
"02/09/2002","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","."
"02/10/2002","34","Ozone","PAINTED CANYON","38-007-0002","AQS","34","12"
"02/11/2002","34","Ozone","PAINTED CANYON","38-007-0002","AQS","34","."
"02/12/2002","34","Ozone","PAINTED CANYON","38-007-0002","AQS","34","."
"02/13/2002","35","Ozone","PAINTED CANYON","38-007-0002","AQS","35","4"
"02/14/2002","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","."
"02/15/2002","37","Ozone","PAINTED CANYON","38-007-0002","AQS","37","."
"02/16/2002","38","Ozone","PAINTED CANYON","38-007-0002","AQS","38","8"
"02/17/2002","35","Ozone","PAINTED CANYON","38-007-0002","AQS","35","."
"02/18/2002","34","Ozone","PAINTED CANYON","38-007-0002","AQS","34","."
"02/19/2002","29","Ozone","PAINTED CANYON","38-007-0002","AQS","29","16"
"02/20/2002","30","Ozone","PAINTED CANYON","38-007-0002","AQS","30","."
"02/21/2002","35","Ozone","PAINTED CANYON","38-007-0002","AQS","35","."
"02/22/2002","29","Ozone","PAINTED CANYON","38-007-0002","AQS","29","11"
"02/23/2002","28","Ozone","PAINTED CANYON","38-007-0002","AQS","28","."
"02/24/2002","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","."
"02/25/2002","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","15"
"02/26/2002","33","Ozone","PAINTED CANYON","38-007-0002","AQS","33","."
"02/27/2002","39","Ozone","PAINTED CANYON","38-007-0002","AQS","39","."
"02/28/2002","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","13"
"03/01/2002","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","."
"03/02/2002","35","Ozone","PAINTED CANYON","38-007-0002","AQS","35","."
"03/03/2002","38","Ozone","PAINTED CANYON","38-007-0002","AQS","38","16"
"03/04/2002","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","."
"03/05/2002","34","Ozone","PAINTED CANYON","38-007-0002","AQS","34","."
"03/06/2002","38","Ozone","PAINTED CANYON","38-007-0002","AQS","38","10"
"03/07/2002","36","Ozone","PAINTED CANYON","38-007-0002","AQS","36","."
"03/08/2002","34","Ozone","PAINTED CANYON","38-007-0002","AQS","34","."
"03/09/2002","40","Ozone","PAINTED CANYON","38-007-0002","AQS","40","21"
"03/10/2002","40","Ozone","PAINTED CANYON","38-007-0002","AQS","40","."
"03/11/2002","44","Ozone","PAINTED CANYON","38-007-0002","AQS","44","."
"03/12/2002","39","Ozone","PAINTED CANYON","38-007-0002","AQS","39","9"
"03/13/2002","38","Ozone","PAINTED CANYON","38-007-0002","AQS","38","."
