"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25"
"01/01/2015","35","Ozone","PAINTED CANYON","38-007-0002","AQS","35","10"
"01/02/2015","34","Ozone","PAINTED CANYON","38-007-0002","AQS","34","5"
"01/03/2015","33","Ozone","PAINTED CANYON","38-007-0002","AQS","33","13"
"01/04/2015","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","12"
"01/05/2015","30","Ozone","PAINTED CANYON","38-007-0002","AQS","30","15"
"01/06/2015","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","16"
"01/07/2015","33","Ozone","PAINTED CANYON","38-007-0002","AQS","33","10"
"01/08/2015","33","Ozone","PAINTED CANYON","38-007-0002","AQS","33","20"
"01/09/2015","33","Ozone","PAINTED CANYON","38-007-0002","AQS","33","14"
"01/10/2015","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","16"
"01/11/2015","34","Ozone","PAINTED CANYON","38-007-0002","AQS","34","19"
"01/12/2015","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","23"
"01/13/2015","35","Ozone","PAINTED CANYON","38-007-0002","AQS","35","18"
"01/14/2015","36","Ozone","PAINTED CANYON","38-007-0002","AQS","36","10"
"01/15/2015","39","Ozone","PAINTED CANYON","38-007-0002","AQS","39","6"
"01/16/2015","39","Ozone","PAINTED CANYON","38-007-0002","AQS","39","5"
"01/17/2015","35","Ozone","PAINTED CANYON","38-007-0002","AQS","35","4"
"01/18/2015","38","Ozone","PAINTED CANYON","38-007-0002","AQS","38","7"
"01/19/2015","38","Ozone","PAINTED CANYON","38-007-0002","AQS","38","7"
"01/20/2015","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","11"
"01/21/2015","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","17"
"01/22/2015","33","Ozone","PAINTED CANYON","38-007-0002","AQS","33","7"
"01/23/2015","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","7"
"01/24/2015","30","Ozone","PAINTED CANYON","38-007-0002","AQS","30","6"
"01/25/2015","30","Ozone","PAINTED CANYON","38-007-0002","AQS","30","7"
"01/26/2015","27","Ozone","PAINTED CANYON","38-007-0002","AQS","27","7"
"01/27/2015","29","Ozone","PAINTED CANYON","38-007-0002","AQS","29","5"
"01/28/2015","26","Ozone","PAINTED CANYON","38-007-0002","AQS","26","16"
"01/29/2015","30","Ozone","PAINTED CANYON","38-007-0002","AQS","30","25"
"01/30/2015","30","Ozone","PAINTED CANYON","38-007-0002","AQS","30","25"
"01/31/2015","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","27"
"02/01/2015","33","Ozone","PAINTED CANYON","38-007-0002","AQS","33","15"
"02/02/2015","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","14"
"02/03/2015","32","PM2.5","PAINTED CANYON","38-007-0002","AQS","29","32"
"02/04/2015","34","Ozone","PAINTED CANYON","38-007-0002","AQS","34","18"
"02/05/2015","30","Ozone","PAINTED CANYON","38-007-0002","AQS","30","17"
"02/06/2015","23","Ozone","PAINTED CANYON","38-007-0002","AQS","23","7"
"02/07/2015","29","Ozone","PAINTED CANYON","38-007-0002","AQS","29","4"
"02/08/2015","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","14"
"02/09/2015","17","Ozone","PAINTED CANYON","38-007-0002","AQS","17","7"
"02/10/2015","29","Ozone","PAINTED CANYON","38-007-0002","AQS","29","27"
"02/11/2015","27","PM2.5","PAINTED CANYON","38-007-0002","AQS","26","27"
"02/12/2015","28","PM2.5","PAINTED CANYON","38-007-0002","AQS","23","28"
"02/13/2015","29","Ozone","PAINTED CANYON","38-007-0002","AQS","29","25"
"02/14/2015","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","27"
"02/15/2015","30","Ozone","PAINTED CANYON","38-007-0002","AQS","30","23"
"02/16/2015","34","Ozone","PAINTED CANYON","38-007-0002","AQS","34","19"
"02/17/2015","37","Ozone","PAINTED CANYON","38-007-0002","AQS","37","17"
"02/18/2015","35","Ozone","PAINTED CANYON","38-007-0002","AQS","35","16"
"02/19/2015","30","Ozone","PAINTED CANYON","38-007-0002","AQS","30","8"
"02/20/2015","33","Ozone","PAINTED CANYON","38-007-0002","AQS","33","12"
"02/21/2015","37","Ozone","PAINTED CANYON","38-007-0002","AQS","37","15"
"02/22/2015","34","Ozone","PAINTED CANYON","38-007-0002","AQS","34","23"
"02/23/2015","36","Ozone","PAINTED CANYON","38-007-0002","AQS","36","13"
"02/24/2015","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","10"
"02/25/2015","37","Ozone","PAINTED CANYON","38-007-0002","AQS","37","19"
"02/26/2015","36","Ozone","PAINTED CANYON","38-007-0002","AQS","36","15"
"02/27/2015","36","Ozone","PAINTED CANYON","38-007-0002","AQS","36","15"
"02/28/2015","35","Ozone","PAINTED CANYON","38-007-0002","AQS","35","20"
"03/01/2015","36","Ozone","PAINTED CANYON","38-007-0002","AQS","36","28"
"03/02/2015","38","Ozone","PAINTED CANYON","38-007-0002","AQS","38","23"
"03/03/2015","37","Ozone","PAINTED CANYON","38-007-0002","AQS","37","16"
"03/04/2015","36","Ozone","PAINTED CANYON","38-007-0002","AQS","36","10"
"03/05/2015","43","Ozone","PAINTED CANYON","38-007-0002","AQS","43","15"
"03/06/2015","40","Ozone","PAINTED CANYON","38-007-0002","AQS","40","8"
"03/07/2015","40","Ozone","PAINTED CANYON","38-007-0002","AQS","40","12"
"03/08/2015","41","Ozone","PAINTED CANYON","38-007-0002","AQS","41","8"
"03/09/2015","40","Ozone","PAINTED CANYON","38-007-0002","AQS","40","11"
