"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25"
"01/01/2021","27","Ozone","PAINTED CANYON","38-007-0002","AQS","27","3"
"01/02/2021","27","Ozone","PAINTED CANYON","38-007-0002","AQS","27","0"
"01/03/2021","29","Ozone","PAINTED CANYON","38-007-0002","AQS","29","6"
"01/04/2021","33","Ozone","PAINTED CANYON","38-007-0002","AQS","33","3"
"01/05/2021","27","Ozone","PAINTED CANYON","38-007-0002","AQS","27","0"
"01/06/2021","30","Ozone","PAINTED CANYON","38-007-0002","AQS","30","7"
"01/07/2021","22","Ozone","PAINTED CANYON","38-007-0002","AQS","22","16"
"01/08/2021","54","PM2.5","PAINTED CANYON","38-007-0002","AQS","13","54"
"01/09/2021","56","PM2.5","PAINTED CANYON","38-007-0002","AQS","27","56"
"01/10/2021","30","Ozone","PAINTED CANYON","38-007-0002","AQS","30","8"
"01/11/2021","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","0"
"01/12/2021","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","4"
"01/13/2021","35","Ozone","PAINTED CANYON","38-007-0002","AQS","35","17"
"01/14/2021","34","Ozone","PAINTED CANYON","38-007-0002","AQS","34","20"
"01/15/2021","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","4"
"01/16/2021","33","Ozone","PAINTED CANYON","38-007-0002","AQS","33","5"
"01/17/2021","30","Ozone","PAINTED CANYON","38-007-0002","AQS","30","0"
"01/18/2021","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","3"
"01/19/2021","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","10"
"01/20/2021","35","Ozone","PAINTED CANYON","38-007-0002","AQS","35","7"
"01/21/2021","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","0"
"01/22/2021","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","8"
"01/23/2021","28","Ozone","PAINTED CANYON","38-007-0002","AQS","28","0"
"01/24/2021","24","Ozone","PAINTED CANYON","38-007-0002","AQS","24","16"
"01/25/2021","25","Ozone","PAINTED CANYON","38-007-0002","AQS","25","22"
"01/26/2021","24","Ozone","PAINTED CANYON","38-007-0002","AQS","24","15"
"01/27/2021","30","Ozone","PAINTED CANYON","38-007-0002","AQS","30","20"
