"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25"
"01/01/2009","37","Ozone","PAINTED CANYON","38-007-0002","AQS","37","14"
"01/02/2009","30","Ozone","PAINTED CANYON","38-007-0002","AQS","30","."
"01/03/2009","24","Ozone","PAINTED CANYON","38-007-0002","AQS","24","."
"01/04/2009","33","Ozone","PAINTED CANYON","38-007-0002","AQS","33","10"
"01/05/2009","34","Ozone","PAINTED CANYON","38-007-0002","AQS","34","."
"01/06/2009","34","Ozone","PAINTED CANYON","38-007-0002","AQS","34","."
"01/07/2009","30","Ozone","PAINTED CANYON","38-007-0002","AQS","30","20"
"01/08/2009","20","Ozone","PAINTED CANYON","38-007-0002","AQS","20","."
"01/09/2009","28","Ozone","PAINTED CANYON","38-007-0002","AQS","28","."
"01/10/2009","34","Ozone","PAINTED CANYON","38-007-0002","AQS","34","9"
"01/11/2009","30","Ozone","PAINTED CANYON","38-007-0002","AQS","30","."
"01/12/2009","24","Ozone","PAINTED CANYON","38-007-0002","AQS","24","."
"01/13/2009","29","Ozone","PAINTED CANYON","38-007-0002","AQS","29","13"
"01/14/2009","27","Ozone","PAINTED CANYON","38-007-0002","AQS","27","."
"01/15/2009","27","Ozone","PAINTED CANYON","38-007-0002","AQS","27","."
"01/16/2009","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","5"
"01/17/2009","34","Ozone","PAINTED CANYON","38-007-0002","AQS","34","."
"01/18/2009","35","Ozone","PAINTED CANYON","38-007-0002","AQS","35","."
"01/19/2009","30","Ozone","PAINTED CANYON","38-007-0002","AQS","30","7"
"01/20/2009","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","."
"01/21/2009","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","."
"01/22/2009","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","15"
"01/23/2009","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","."
"01/24/2009","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","."
"01/25/2009","34","Ozone","PAINTED CANYON","38-007-0002","AQS","34","15"
"01/26/2009","33","Ozone","PAINTED CANYON","38-007-0002","AQS","33","."
"01/27/2009","35","Ozone","PAINTED CANYON","38-007-0002","AQS","35","."
