"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25"
"01/01/2017","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","16"
"01/02/2017","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","15"
"01/03/2017","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","8"
"01/04/2017","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","15"
"01/05/2017","33","Ozone","PAINTED CANYON","38-007-0002","AQS","33","18"
"01/06/2017","34","Ozone","PAINTED CANYON","38-007-0002","AQS","34","18"
"01/07/2017","35","Ozone","PAINTED CANYON","38-007-0002","AQS","35","12"
"01/08/2017","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","20"
"01/09/2017","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","22"
"01/10/2017","25","Ozone","PAINTED CANYON","38-007-0002","AQS","25","18"
"01/11/2017","36","Ozone","PAINTED CANYON","38-007-0002","AQS","36","22"
"01/12/2017","39","Ozone","PAINTED CANYON","38-007-0002","AQS","39","18"
"01/13/2017","38","Ozone","PAINTED CANYON","38-007-0002","AQS","38","12"
"01/14/2017","39","Ozone","PAINTED CANYON","38-007-0002","AQS","39","9"
"01/15/2017","40","Ozone","PAINTED CANYON","38-007-0002","AQS","40","7"
"01/16/2017","41","Ozone","PAINTED CANYON","38-007-0002","AQS","41","8"
"01/17/2017","43","Ozone","PAINTED CANYON","38-007-0002","AQS","43","2"
"01/18/2017","42","Ozone","PAINTED CANYON","38-007-0002","AQS","42","5"
"01/19/2017","42","Ozone","PAINTED CANYON","38-007-0002","AQS","42","15"
"01/20/2017","34","Ozone","PAINTED CANYON","38-007-0002","AQS","34","4"
"01/21/2017","37","Ozone","PAINTED CANYON","38-007-0002","AQS","37","6"
"01/22/2017","30","Ozone","PAINTED CANYON","38-007-0002","AQS","30","14"
"01/23/2017","29","Ozone","PAINTED CANYON","38-007-0002","AQS","29","12"
"01/24/2017","10","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","10"
"01/25/2017","28","Ozone","PAINTED CANYON","38-007-0002","AQS","28","18"
"01/26/2017","35","Ozone","PAINTED CANYON","38-007-0002","AQS","35","14"
"01/27/2017","36","Ozone","PAINTED CANYON","38-007-0002","AQS","36","13"
"01/28/2017","37","Ozone","PAINTED CANYON","38-007-0002","AQS","37","5"
"01/29/2017","38","Ozone","PAINTED CANYON","38-007-0002","AQS","38","7"
"01/30/2017","39","Ozone","PAINTED CANYON","38-007-0002","AQS","39","6"
"01/31/2017","35","Ozone","PAINTED CANYON","38-007-0002","AQS","35","5"
"02/01/2017","33","Ozone","PAINTED CANYON","38-007-0002","AQS","33","8"
"02/02/2017","34","Ozone","PAINTED CANYON","38-007-0002","AQS","34","8"
"02/03/2017","36","Ozone","PAINTED CANYON","38-007-0002","AQS","36","17"
"02/04/2017","33","Ozone","PAINTED CANYON","38-007-0002","AQS","33","22"
"02/05/2017","33","Ozone","PAINTED CANYON","38-007-0002","AQS","33","23"
"02/06/2017","33","Ozone","PAINTED CANYON","38-007-0002","AQS","33","30"
"02/07/2017","34","Ozone","PAINTED CANYON","38-007-0002","AQS","34","13"
"02/08/2017","35","Ozone","PAINTED CANYON","38-007-0002","AQS","35","15"
"02/09/2017","37","Ozone","PAINTED CANYON","38-007-0002","AQS","37","15"
"02/10/2017","34","Ozone","PAINTED CANYON","38-007-0002","AQS","34","0"
"02/11/2017","38","Ozone","PAINTED CANYON","38-007-0002","AQS","38","7"
"02/12/2017","38","Ozone","PAINTED CANYON","38-007-0002","AQS","38","3"
"02/13/2017","39","Ozone","PAINTED CANYON","38-007-0002","AQS","39","3"
"02/14/2017","40","Ozone","PAINTED CANYON","38-007-0002","AQS","40","6"
"02/15/2017","35","Ozone","PAINTED CANYON","38-007-0002","AQS","35","5"
"02/16/2017","37","Ozone","PAINTED CANYON","38-007-0002","AQS","37","4"
"02/17/2017","39","Ozone","PAINTED CANYON","38-007-0002","AQS","39","3"
"02/18/2017","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","5"
"02/19/2017","21","Ozone","PAINTED CANYON","38-007-0002","AQS","21","13"
"02/20/2017","39","Ozone","PAINTED CANYON","38-007-0002","AQS","39","11"
"02/21/2017","39","Ozone","PAINTED CANYON","38-007-0002","AQS","39","3"
"02/22/2017","30","Ozone","PAINTED CANYON","38-007-0002","AQS","30","18"
"02/23/2017","36","PM2.5","PAINTED CANYON","38-007-0002","AQS","33","36"
"02/24/2017","37","Ozone","PAINTED CANYON","38-007-0002","AQS","37","13"
"02/25/2017","34","Ozone","PAINTED CANYON","38-007-0002","AQS","34","14"
"02/26/2017","35","Ozone","PAINTED CANYON","38-007-0002","AQS","35","26"
"02/27/2017","41","PM2.5","PAINTED CANYON","38-007-0002","AQS","32","41"
"02/28/2017","32","PM2.5","PAINTED CANYON","38-007-0002","AQS","30","32"
"03/01/2017","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","29"
"03/02/2017","35","Ozone","PAINTED CANYON","38-007-0002","AQS","35","22"
"03/03/2017","42","Ozone","PAINTED CANYON","38-007-0002","AQS","42","8"
"03/04/2017","40","Ozone","PAINTED CANYON","38-007-0002","AQS","40","3"
"03/05/2017","44","Ozone","PAINTED CANYON","38-007-0002","AQS","44","7"
"03/06/2017","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","26"
"03/07/2017","37","Ozone","PAINTED CANYON","38-007-0002","AQS","37","23"
"03/08/2017","37","Ozone","PAINTED CANYON","38-007-0002","AQS","37","10"
"03/09/2017","36","Ozone","PAINTED CANYON","38-007-0002","AQS","36","19"
"03/10/2017","33","Ozone","PAINTED CANYON","38-007-0002","AQS","33","22"
"03/11/2017","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","11"
"03/12/2017","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","19"
"03/13/2017","35","Ozone","PAINTED CANYON","38-007-0002","AQS","35","19"
"03/14/2017","34","Ozone","PAINTED CANYON","38-007-0002","AQS","34","20"
"03/15/2017","23","Ozone","PAINTED CANYON","38-007-0002","AQS","23","19"
"03/16/2017","34","Ozone","PAINTED CANYON","38-007-0002","AQS","34","10"
"03/17/2017","38","Ozone","PAINTED CANYON","38-007-0002","AQS","38","14"
"03/18/2017","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","3"
"03/19/2017","44","Ozone","PAINTED CANYON","38-007-0002","AQS","44","12"
"03/20/2017","41","Ozone","PAINTED CANYON","38-007-0002","AQS","41","14"
"03/21/2017","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","16"
"03/22/2017","28","Ozone","PAINTED CANYON","38-007-0002","AQS","28","13"
"03/23/2017","37","Ozone","PAINTED CANYON","38-007-0002","AQS","37","11"
"03/24/2017","37","Ozone","PAINTED CANYON","38-007-0002","AQS","37","17"
"03/25/2017","40","Ozone","PAINTED CANYON","38-007-0002","AQS","40","3"
"03/26/2017","43","Ozone","PAINTED CANYON","38-007-0002","AQS","43","3"
"03/27/2017","43","Ozone","PAINTED CANYON","38-007-0002","AQS","43","3"
"03/28/2017","36","Ozone","PAINTED CANYON","38-007-0002","AQS","36","15"
"03/29/2017","40","Ozone","PAINTED CANYON","38-007-0002","AQS","40","7"
"03/30/2017","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","5"
"03/31/2017","34","Ozone","PAINTED CANYON","38-007-0002","AQS","34","3"
"04/01/2017","43","Ozone","PAINTED CANYON","38-007-0002","AQS","43","7"
"04/02/2017","42","Ozone","PAINTED CANYON","38-007-0002","AQS","42","8"
"04/03/2017","40","Ozone","PAINTED CANYON","38-007-0002","AQS","40","8"
"04/04/2017","37","Ozone","PAINTED CANYON","38-007-0002","AQS","37","9"
"04/05/2017","43","Ozone","PAINTED CANYON","38-007-0002","AQS","43","8"
"04/06/2017","39","Ozone","PAINTED CANYON","38-007-0002","AQS","39","8"
"04/07/2017","42","Ozone","PAINTED CANYON","38-007-0002","AQS","42","11"
"04/08/2017","47","Ozone","PAINTED CANYON","38-007-0002","AQS","47","0"
"04/09/2017","26","Ozone","PAINTED CANYON","38-007-0002","AQS","26","8"
"04/10/2017","40","Ozone","PAINTED CANYON","38-007-0002","AQS","40","7"
"04/11/2017","45","Ozone","PAINTED CANYON","38-007-0002","AQS","45","5"
"04/12/2017","47","Ozone","PAINTED CANYON","38-007-0002","AQS","47","7"
"04/13/2017","45","Ozone","PAINTED CANYON","38-007-0002","AQS","45","29"
"04/14/2017","42","Ozone","PAINTED CANYON","38-007-0002","AQS","42","."
"04/15/2017","41","Ozone","PAINTED CANYON","38-007-0002","AQS","41","."
"04/16/2017","36","Ozone","PAINTED CANYON","38-007-0002","AQS","36","5"
"04/17/2017","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","."
