"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25"
"01/01/2006","22","Ozone","PAINTED CANYON","38-007-0002","AQS","22","."
"01/02/2006","22","Ozone","PAINTED CANYON","38-007-0002","AQS","22","."
"01/03/2006","29","Ozone","PAINTED CANYON","38-007-0002","AQS","29","."
"01/04/2006","27","Ozone","PAINTED CANYON","38-007-0002","AQS","27","."
"01/05/2006","29","Ozone","PAINTED CANYON","38-007-0002","AQS","29","6"
"01/06/2006","29","Ozone","PAINTED CANYON","38-007-0002","AQS","29","."
"01/07/2006","24","Ozone","PAINTED CANYON","38-007-0002","AQS","24","."
"01/08/2006","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","18"
"01/09/2006","28","Ozone","PAINTED CANYON","38-007-0002","AQS","28","."
"01/10/2006","29","Ozone","PAINTED CANYON","38-007-0002","AQS","29","."
"01/11/2006","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","5"
"01/12/2006","27","Ozone","PAINTED CANYON","38-007-0002","AQS","27","."
"01/13/2006","27","Ozone","PAINTED CANYON","38-007-0002","AQS","27","."
"01/14/2006","21","Ozone","PAINTED CANYON","38-007-0002","AQS","21","7"
"01/15/2006","20","Ozone","PAINTED CANYON","38-007-0002","AQS","20","."
"01/17/2006","29","Ozone","PAINTED CANYON","38-007-0002","AQS","29","6"
"01/18/2006","28","Ozone","PAINTED CANYON","38-007-0002","AQS","28","."
"01/19/2006","27","Ozone","PAINTED CANYON","38-007-0002","AQS","27","."
"01/20/2006","29","Ozone","PAINTED CANYON","38-007-0002","AQS","29","16"
"01/21/2006","26","Ozone","PAINTED CANYON","38-007-0002","AQS","26","."
"01/22/2006","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","."
"01/23/2006","40","Ozone","PAINTED CANYON","38-007-0002","AQS","40","5"
"01/24/2006","40","Ozone","PAINTED CANYON","38-007-0002","AQS","40","."
"01/25/2006","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","."
"01/26/2006","34","Ozone","PAINTED CANYON","38-007-0002","AQS","34","13"
"01/27/2006","34","Ozone","PAINTED CANYON","38-007-0002","AQS","34","."
"01/28/2006","35","Ozone","PAINTED CANYON","38-007-0002","AQS","35","."
"01/29/2006","34","Ozone","PAINTED CANYON","38-007-0002","AQS","34","5"
"01/30/2006","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","."
"01/31/2006","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","."
"02/01/2006","34","Ozone","PAINTED CANYON","38-007-0002","AQS","34","7"
"02/02/2006","34","Ozone","PAINTED CANYON","38-007-0002","AQS","34","."
"02/03/2006","29","Ozone","PAINTED CANYON","38-007-0002","AQS","29","."
"02/04/2006","29","Ozone","PAINTED CANYON","38-007-0002","AQS","29","22"
"02/05/2006","28","Ozone","PAINTED CANYON","38-007-0002","AQS","28","."
"02/06/2006","37","Ozone","PAINTED CANYON","38-007-0002","AQS","37","."
"02/07/2006","33","Ozone","PAINTED CANYON","38-007-0002","AQS","33","11"
"02/08/2006","28","Ozone","PAINTED CANYON","38-007-0002","AQS","28","."
"02/09/2006","37","Ozone","PAINTED CANYON","38-007-0002","AQS","37","."
"02/10/2006","36","Ozone","PAINTED CANYON","38-007-0002","AQS","36","6"
"02/11/2006","35","Ozone","PAINTED CANYON","38-007-0002","AQS","35","."
"02/12/2006","38","Ozone","PAINTED CANYON","38-007-0002","AQS","38","."
"02/13/2006","41","Ozone","PAINTED CANYON","38-007-0002","AQS","41","6"
"02/14/2006","37","Ozone","PAINTED CANYON","38-007-0002","AQS","37","."
"02/15/2006","37","Ozone","PAINTED CANYON","38-007-0002","AQS","37","."
"02/16/2006","37","Ozone","PAINTED CANYON","38-007-0002","AQS","37","13"
"02/17/2006","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","."
"02/18/2006","35","Ozone","PAINTED CANYON","38-007-0002","AQS","35","."
"02/19/2006","37","Ozone","PAINTED CANYON","38-007-0002","AQS","37","14"
"02/20/2006","36","Ozone","PAINTED CANYON","38-007-0002","AQS","36","."
"02/21/2006","40","Ozone","PAINTED CANYON","38-007-0002","AQS","40","."
"02/22/2006","36","Ozone","PAINTED CANYON","38-007-0002","AQS","36","12"
"02/23/2006","35","Ozone","PAINTED CANYON","38-007-0002","AQS","35","."
"02/24/2006","41","Ozone","PAINTED CANYON","38-007-0002","AQS","41","."
"02/25/2006","35","Ozone","PAINTED CANYON","38-007-0002","AQS","35","21"
"02/26/2006","30","Ozone","PAINTED CANYON","38-007-0002","AQS","30","."
"02/27/2006","24","Ozone","PAINTED CANYON","38-007-0002","AQS","24","."
"02/28/2006","35","PM2.5","PAINTED CANYON","38-007-0002","AQS","26","35"
"03/01/2006","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","."
"03/02/2006","34","Ozone","PAINTED CANYON","38-007-0002","AQS","34","."
"03/03/2006","37","PM2.5","PAINTED CANYON","38-007-0002","AQS","35","37"
"03/04/2006","30","Ozone","PAINTED CANYON","38-007-0002","AQS","30","."
"03/05/2006","41","Ozone","PAINTED CANYON","38-007-0002","AQS","41","."
"03/06/2006","36","Ozone","PAINTED CANYON","38-007-0002","AQS","36","24"
"03/07/2006","39","Ozone","PAINTED CANYON","38-007-0002","AQS","39","."
"03/08/2006","43","Ozone","PAINTED CANYON","38-007-0002","AQS","43","."
"03/09/2006","43","Ozone","PAINTED CANYON","38-007-0002","AQS","43","4"
"03/10/2006","42","Ozone","PAINTED CANYON","38-007-0002","AQS","42","."
"03/11/2006","44","Ozone","PAINTED CANYON","38-007-0002","AQS","44","."
"03/12/2006","35","Ozone","PAINTED CANYON","38-007-0002","AQS","35","16"
"03/13/2006","36","Ozone","PAINTED CANYON","38-007-0002","AQS","36","."
"03/14/2006","40","Ozone","PAINTED CANYON","38-007-0002","AQS","40","."
"03/15/2006","40","Ozone","PAINTED CANYON","38-007-0002","AQS","40","28"
"03/16/2006","43","Ozone","PAINTED CANYON","38-007-0002","AQS","43","."
"03/17/2006","44","Ozone","PAINTED CANYON","38-007-0002","AQS","44","."
"03/18/2006","46","Ozone","PAINTED CANYON","38-007-0002","AQS","46","44"
"03/19/2006","46","Ozone","PAINTED CANYON","38-007-0002","AQS","46","."
"03/20/2006","48","Ozone","PAINTED CANYON","38-007-0002","AQS","48","."
"03/21/2006","45","Ozone","PAINTED CANYON","38-007-0002","AQS","45","13"
"03/22/2006","45","Ozone","PAINTED CANYON","38-007-0002","AQS","45","."
"03/23/2006","46","Ozone","PAINTED CANYON","38-007-0002","AQS","46","."
"03/24/2006","45","Ozone","PAINTED CANYON","38-007-0002","AQS","45","13"
"03/25/2006","50","Ozone","PAINTED CANYON","38-007-0002","AQS","50","."
"03/26/2006","44","Ozone","PAINTED CANYON","38-007-0002","AQS","44","."
"03/27/2006","50","Ozone","PAINTED CANYON","38-007-0002","AQS","50","25"
"03/28/2006","46","Ozone","PAINTED CANYON","38-007-0002","AQS","46","."
"03/29/2006","33","Ozone","PAINTED CANYON","38-007-0002","AQS","33","."
"03/30/2006","35","Ozone","PAINTED CANYON","38-007-0002","AQS","35","16"
"03/31/2006","45","Ozone","PAINTED CANYON","38-007-0002","AQS","45","."
"04/01/2006","49","Ozone","PAINTED CANYON","38-007-0002","AQS","49","."
"04/02/2006","46","Ozone","PAINTED CANYON","38-007-0002","AQS","46","19"
"04/03/2006","47","Ozone","PAINTED CANYON","38-007-0002","AQS","47","."
"04/04/2006","44","Ozone","PAINTED CANYON","38-007-0002","AQS","44","."
"04/05/2006","31","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","31"
"04/06/2006","45","Ozone","PAINTED CANYON","38-007-0002","AQS","45","."
"04/07/2006","47","Ozone","PAINTED CANYON","38-007-0002","AQS","47","."
"04/08/2006","48","Ozone","PAINTED CANYON","38-007-0002","AQS","48","11"
"04/09/2006","51","Ozone","PAINTED CANYON","38-007-0002","AQS","51","."
"04/10/2006","50","Ozone","PAINTED CANYON","38-007-0002","AQS","50","."
"04/11/2006","47","Ozone","PAINTED CANYON","38-007-0002","AQS","47","7"
"04/12/2006","46","Ozone","PAINTED CANYON","38-007-0002","AQS","46","."
"04/13/2006","43","Ozone","PAINTED CANYON","38-007-0002","AQS","43","."
"04/14/2006","48","Ozone","PAINTED CANYON","38-007-0002","AQS","48","8"
"04/15/2006","48","Ozone","PAINTED CANYON","38-007-0002","AQS","48","."
"04/16/2006","48","Ozone","PAINTED CANYON","38-007-0002","AQS","48","."
"04/17/2006","39","Ozone","PAINTED CANYON","38-007-0002","AQS","39","13"
"04/18/2006","40","Ozone","PAINTED CANYON","38-007-0002","AQS","40","."
"04/19/2006","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","."
"04/20/2006","36","Ozone","PAINTED CANYON","38-007-0002","AQS","36","15"
"04/21/2006","50","Ozone","PAINTED CANYON","38-007-0002","AQS","50","."
"04/22/2006","61","Ozone","PAINTED CANYON","38-007-0002","AQS","61","."
"04/23/2006","30","Ozone","PAINTED CANYON","38-007-0002","AQS","30","12"
"04/24/2006","44","Ozone","PAINTED CANYON","38-007-0002","AQS","44","."
"04/25/2006","49","Ozone","PAINTED CANYON","38-007-0002","AQS","49","."
"04/26/2006","49","Ozone","PAINTED CANYON","38-007-0002","AQS","49","18"
"04/27/2006","58","Ozone","PAINTED CANYON","38-007-0002","AQS","58","."
"04/28/2006","54","Ozone","PAINTED CANYON","38-007-0002","AQS","54","."
"04/29/2006","50","Ozone","PAINTED CANYON","38-007-0002","AQS","50","26"
"04/30/2006","44","Ozone","PAINTED CANYON","38-007-0002","AQS","44","."
"05/01/2006","44","Ozone","PAINTED CANYON","38-007-0002","AQS","44","."
"05/02/2006","48","Ozone","PAINTED CANYON","38-007-0002","AQS","48","10"
"05/03/2006","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","."
"05/04/2006","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","."
"05/05/2006","67","Ozone","PAINTED CANYON","38-007-0002","AQS","67","12"
"05/06/2006","49","Ozone","PAINTED CANYON","38-007-0002","AQS","49","."
"05/07/2006","61","Ozone","PAINTED CANYON","38-007-0002","AQS","61","."
"05/08/2006","47","Ozone","PAINTED CANYON","38-007-0002","AQS","47","8"
"05/09/2006","44","Ozone","PAINTED CANYON","38-007-0002","AQS","44","."
"05/10/2006","28","Ozone","PAINTED CANYON","38-007-0002","AQS","28","."
"05/11/2006","48","Ozone","PAINTED CANYON","38-007-0002","AQS","48","18"
"05/12/2006","61","Ozone","PAINTED CANYON","38-007-0002","AQS","61","."
"05/13/2006","54","Ozone","PAINTED CANYON","38-007-0002","AQS","54","."
"05/14/2006","48","Ozone","PAINTED CANYON","38-007-0002","AQS","48","14"
"05/15/2006","49","Ozone","PAINTED CANYON","38-007-0002","AQS","49","."
