"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25"
"01/01/2005","27","Ozone","PAINTED CANYON","38-007-0002","AQS","27","10"
"01/02/2005","27","Ozone","PAINTED CANYON","38-007-0002","AQS","27","."
"01/03/2005","23","Ozone","PAINTED CANYON","38-007-0002","AQS","23","."
"01/04/2005","22","Ozone","PAINTED CANYON","38-007-0002","AQS","22","20"
"01/05/2005","25","Ozone","PAINTED CANYON","38-007-0002","AQS","25","."
"01/06/2005","30","Ozone","PAINTED CANYON","38-007-0002","AQS","30","."
"01/07/2005","27","Ozone","PAINTED CANYON","38-007-0002","AQS","27","15"
"01/08/2005","24","Ozone","PAINTED CANYON","38-007-0002","AQS","24","."
"01/09/2005","26","Ozone","PAINTED CANYON","38-007-0002","AQS","26","."
"01/10/2005","29","Ozone","PAINTED CANYON","38-007-0002","AQS","29","15"
"01/11/2005","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","27"
"01/12/2005","30","Ozone","PAINTED CANYON","38-007-0002","AQS","30","."
"01/13/2005","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","11"
"01/14/2005","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","."
"01/15/2005","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","."
"01/16/2005","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","23"
"01/17/2005","30","Ozone","PAINTED CANYON","38-007-0002","AQS","30","."
"01/18/2005","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","."
"01/19/2005","25","Ozone","PAINTED CANYON","38-007-0002","AQS","25","3"
"01/20/2005","23","Ozone","PAINTED CANYON","38-007-0002","AQS","23","."
"01/21/2005","27","Ozone","PAINTED CANYON","38-007-0002","AQS","27","."
"01/22/2005","30","Ozone","PAINTED CANYON","38-007-0002","AQS","30","10"
"01/23/2005","24","Ozone","PAINTED CANYON","38-007-0002","AQS","24","."
"01/24/2005","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","."
"01/25/2005","29","Ozone","PAINTED CANYON","38-007-0002","AQS","29","3"
"01/26/2005","24","Ozone","PAINTED CANYON","38-007-0002","AQS","24","."
"01/27/2005","15","Ozone","PAINTED CANYON","38-007-0002","AQS","15","."
"01/28/2005","38","PM2.5","PAINTED CANYON","38-007-0002","AQS","21","38"
