"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25"
"01/01/2007","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","."
"01/02/2007","33","Ozone","PAINTED CANYON","38-007-0002","AQS","33","."
"01/03/2007","28","Ozone","PAINTED CANYON","38-007-0002","AQS","28","."
"01/04/2007","25","Ozone","PAINTED CANYON","38-007-0002","AQS","25","."
"01/05/2007","26","Ozone","PAINTED CANYON","38-007-0002","AQS","26","."
"01/06/2007","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","5"
"01/07/2007","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","."
"01/08/2007","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","."
"01/09/2007","28","Ozone","PAINTED CANYON","38-007-0002","AQS","28","."
"01/10/2007","37","Ozone","PAINTED CANYON","38-007-0002","AQS","37","."
"01/11/2007","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","."
"01/12/2007","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","12"
"01/13/2007","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","."
"01/14/2007","22","Ozone","PAINTED CANYON","38-007-0002","AQS","22","."
"01/15/2007","24","Ozone","PAINTED CANYON","38-007-0002","AQS","24","."
"01/16/2007","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","."
"01/17/2007","28","Ozone","PAINTED CANYON","38-007-0002","AQS","28","."
"01/18/2007","30","Ozone","PAINTED CANYON","38-007-0002","AQS","30","14"
"01/19/2007","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","."
"01/20/2007","29","Ozone","PAINTED CANYON","38-007-0002","AQS","29","."
"01/21/2007","30","Ozone","PAINTED CANYON","38-007-0002","AQS","30","."
"01/22/2007","30","Ozone","PAINTED CANYON","38-007-0002","AQS","30","."
"01/23/2007","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","."
"01/24/2007","29","Ozone","PAINTED CANYON","38-007-0002","AQS","29","."
"01/25/2007","30","Ozone","PAINTED CANYON","38-007-0002","AQS","30","."
"01/26/2007","36","Ozone","PAINTED CANYON","38-007-0002","AQS","36","."
"01/27/2007","29","Ozone","PAINTED CANYON","38-007-0002","AQS","29","."
"01/28/2007","35","Ozone","PAINTED CANYON","38-007-0002","AQS","35","."
"01/29/2007","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","."
"01/30/2007","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","10"
"01/31/2007","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","."
"02/01/2007","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","."
"02/02/2007","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","."
"02/03/2007","33","Ozone","PAINTED CANYON","38-007-0002","AQS","33","."
"02/04/2007","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","."
"02/05/2007","23","Ozone","PAINTED CANYON","38-007-0002","AQS","23","."
"02/06/2007","27","Ozone","PAINTED CANYON","38-007-0002","AQS","27","."
"02/07/2007","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","23"
"02/08/2007","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","20"
"02/09/2007","34","Ozone","PAINTED CANYON","38-007-0002","AQS","34","."
"02/10/2007","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","."
"02/11/2007","43","PM2.5","PAINTED CANYON","38-007-0002","AQS","32","43"
"02/12/2007","34","Ozone","PAINTED CANYON","38-007-0002","AQS","34","."
"02/13/2007","34","Ozone","PAINTED CANYON","38-007-0002","AQS","34","."
"02/14/2007","51","PM2.5","PAINTED CANYON","38-007-0002","AQS","35","51"
"02/15/2007","40","Ozone","PAINTED CANYON","38-007-0002","AQS","40","."
"02/16/2007","38","Ozone","PAINTED CANYON","38-007-0002","AQS","38","."
