"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25"
"01/01/2019","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","13"
"01/02/2019","34","Ozone","PAINTED CANYON","38-007-0002","AQS","34","6"
"01/03/2019","34","Ozone","PAINTED CANYON","38-007-0002","AQS","34","7"
"01/04/2019","34","Ozone","PAINTED CANYON","38-007-0002","AQS","34","4"
"01/05/2019","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","3"
"01/06/2019","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","20"
"01/07/2019","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","1"
"01/08/2019","30","Ozone","PAINTED CANYON","38-007-0002","AQS","30","13"
"01/09/2019","29","Ozone","PAINTED CANYON","38-007-0002","AQS","29","17"
"01/10/2019","27","Ozone","PAINTED CANYON","38-007-0002","AQS","27","9"
"01/11/2019","28","PM2.5","PAINTED CANYON","38-007-0002","AQS","22","28"
"01/12/2019","45","PM2.5","PAINTED CANYON","38-007-0002","AQS","20","45"
"01/13/2019","21","Ozone","PAINTED CANYON","38-007-0002","AQS","21","14"
"01/14/2019","44","PM2.5","PAINTED CANYON","38-007-0002","AQS","23","44"
"01/15/2019","28","Ozone","PAINTED CANYON","38-007-0002","AQS","28","19"
"01/16/2019","48","PM2.5","PAINTED CANYON","38-007-0002","AQS","16","48"
"01/17/2019","34","PM2.5","PAINTED CANYON","38-007-0002","AQS","28","34"
"01/18/2019","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","22"
"01/19/2019","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","17"
"01/20/2019","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","17"
"01/21/2019","30","Ozone","PAINTED CANYON","38-007-0002","AQS","30","27"
"01/22/2019","33","Ozone","PAINTED CANYON","38-007-0002","AQS","33","19"
"01/23/2019","33","Ozone","PAINTED CANYON","38-007-0002","AQS","33","6"
"01/24/2019","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","15"
"01/25/2019","37","Ozone","PAINTED CANYON","38-007-0002","AQS","37","10"
"01/26/2019","37","Ozone","PAINTED CANYON","38-007-0002","AQS","37","0"
"01/27/2019","34","Ozone","PAINTED CANYON","38-007-0002","AQS","34","6"
"01/28/2019","38","Ozone","PAINTED CANYON","38-007-0002","AQS","38","7"
"01/29/2019","36","Ozone","PAINTED CANYON","38-007-0002","AQS","36","17"
"01/30/2019","35","Ozone","PAINTED CANYON","38-007-0002","AQS","35","3"
"01/31/2019","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","10"
"02/01/2019","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","5"
"02/02/2019","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","21"
"02/03/2019","33","Ozone","PAINTED CANYON","38-007-0002","AQS","33","8"
"02/04/2019","35","Ozone","PAINTED CANYON","38-007-0002","AQS","35","17"
"02/05/2019","35","Ozone","PAINTED CANYON","38-007-0002","AQS","35","17"
"02/06/2019","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","16"
"02/07/2019","34","Ozone","PAINTED CANYON","38-007-0002","AQS","34","20"
"02/08/2019","35","Ozone","PAINTED CANYON","38-007-0002","AQS","35","19"
"02/09/2019","34","Ozone","PAINTED CANYON","38-007-0002","AQS","34","23"
"02/10/2019","38","Ozone","PAINTED CANYON","38-007-0002","AQS","38","21"
"02/11/2019","38","PM2.5","PAINTED CANYON","38-007-0002","AQS","38","38"
"02/12/2019","37","Ozone","PAINTED CANYON","38-007-0002","AQS","37","35"
"02/13/2019","46","PM2.5","PAINTED CANYON","38-007-0002","AQS","36","46"
"02/14/2019","36","Ozone","PAINTED CANYON","38-007-0002","AQS","36","23"
"02/15/2019","36","Ozone","PAINTED CANYON","38-007-0002","AQS","36","16"
"02/16/2019","35","Ozone","PAINTED CANYON","38-007-0002","AQS","35","13"
"02/17/2019","35","Ozone","PAINTED CANYON","38-007-0002","AQS","35","15"
"02/18/2019","38","Ozone","PAINTED CANYON","38-007-0002","AQS","38","21"
"02/19/2019","41","Ozone","PAINTED CANYON","38-007-0002","AQS","41","19"
"02/20/2019","41","Ozone","PAINTED CANYON","38-007-0002","AQS","41","34"
"02/21/2019","44","Ozone","PAINTED CANYON","38-007-0002","AQS","44","24"
"02/22/2019","46","Ozone","PAINTED CANYON","38-007-0002","AQS","46","24"
"02/23/2019","44","Ozone","PAINTED CANYON","38-007-0002","AQS","44","19"
"02/24/2019","34","Ozone","PAINTED CANYON","38-007-0002","AQS","34","13"
"02/25/2019","34","Ozone","PAINTED CANYON","38-007-0002","AQS","34","17"
"02/26/2019","36","Ozone","PAINTED CANYON","38-007-0002","AQS","36","27"
"02/27/2019","40","Ozone","PAINTED CANYON","38-007-0002","AQS","40","16"
"02/28/2019","45","Ozone","PAINTED CANYON","38-007-0002","AQS","45","10"
"03/01/2019","46","Ozone","PAINTED CANYON","38-007-0002","AQS","46","10"
"03/02/2019","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","21"
"03/03/2019","38","Ozone","PAINTED CANYON","38-007-0002","AQS","38","25"
"03/04/2019","44","Ozone","PAINTED CANYON","38-007-0002","AQS","44","17"
"03/05/2019","46","Ozone","PAINTED CANYON","38-007-0002","AQS","46","14"
"03/06/2019","44","Ozone","PAINTED CANYON","38-007-0002","AQS","44","16"
"03/07/2019","49","Ozone","PAINTED CANYON","38-007-0002","AQS","49","27"
"03/08/2019","54","Ozone","PAINTED CANYON","38-007-0002","AQS","54","30"
"03/09/2019","48","Ozone","PAINTED CANYON","38-007-0002","AQS","48","21"
"03/10/2019","50","Ozone","PAINTED CANYON","38-007-0002","AQS","50","9"
"03/11/2019","61","Ozone","PAINTED CANYON","38-007-0002","AQS","61","48"
"03/12/2019","49","Ozone","PAINTED CANYON","38-007-0002","AQS","49","11"
"03/13/2019","47","Ozone","PAINTED CANYON","38-007-0002","AQS","47","18"
"03/14/2019","47","Ozone","PAINTED CANYON","38-007-0002","AQS","47","4"
"03/15/2019","46","Ozone","PAINTED CANYON","38-007-0002","AQS","46","10"
"03/16/2019","51","Ozone","PAINTED CANYON","38-007-0002","AQS","51","25"
"03/17/2019","47","Ozone","PAINTED CANYON","38-007-0002","AQS","47","16"
"03/18/2019","44","Ozone","PAINTED CANYON","38-007-0002","AQS","44","16"
"03/19/2019","46","Ozone","PAINTED CANYON","38-007-0002","AQS","46","17"
"03/20/2019","10","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","10"
"03/21/2019","25","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","25"
"03/22/2019","38","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","38"
"03/23/2019","24","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","24"
"03/24/2019","33","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","33"
"03/25/2019","23","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","23"
"03/26/2019","8","PM2.5","PAINTED CANYON","38-007-0002","AQS",".","8"
"03/27/2019","33","Ozone","PAINTED CANYON","38-007-0002","AQS","33","15"
"03/28/2019","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","20"
"03/29/2019","38","Ozone","PAINTED CANYON","38-007-0002","AQS","38","9"
"03/30/2019","40","Ozone","PAINTED CANYON","38-007-0002","AQS","40","12"
"03/31/2019","36","Ozone","PAINTED CANYON","38-007-0002","AQS","36","15"
"04/01/2019","39","Ozone","PAINTED CANYON","38-007-0002","AQS","39","20"
