"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25"
"01/01/2010","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","."
"01/02/2010","28","Ozone","PAINTED CANYON","38-007-0002","AQS","28","23"
"01/03/2010","27","Ozone","PAINTED CANYON","38-007-0002","AQS","27","."
"01/04/2010","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","."
"01/05/2010","31","Ozone","PAINTED CANYON","38-007-0002","AQS","31","25"
"01/06/2010","27","Ozone","PAINTED CANYON","38-007-0002","AQS","27","."
"01/07/2010","26","Ozone","PAINTED CANYON","38-007-0002","AQS","26","."
"01/08/2010","39","Ozone","PAINTED CANYON","38-007-0002","AQS","39","17"
"01/09/2010","37","Ozone","PAINTED CANYON","38-007-0002","AQS","37","."
"01/10/2010","35","Ozone","PAINTED CANYON","38-007-0002","AQS","35","."
"01/11/2010","39","Ozone","PAINTED CANYON","38-007-0002","AQS","39","6"
"01/12/2010","36","Ozone","PAINTED CANYON","38-007-0002","AQS","36","."
"01/13/2010","34","Ozone","PAINTED CANYON","38-007-0002","AQS","34","."
"01/14/2010","33","Ozone","PAINTED CANYON","38-007-0002","AQS","33","9"
"01/15/2010","36","Ozone","PAINTED CANYON","38-007-0002","AQS","36","."
"01/16/2010","34","Ozone","PAINTED CANYON","38-007-0002","AQS","34","."
"01/17/2010","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","10"
"01/18/2010","32","Ozone","PAINTED CANYON","38-007-0002","AQS","32","."
"01/19/2010","27","Ozone","PAINTED CANYON","38-007-0002","AQS","27","."
"01/20/2010","26","PM2.5","PAINTED CANYON","38-007-0002","AQS","20","26"
"01/21/2010","21","Ozone","PAINTED CANYON","38-007-0002","AQS","21","."
"01/31/2010","38","Ozone","PAINTED CANYON","38-007-0002","AQS","38","."
"02/01/2010","38","Ozone","PAINTED CANYON","38-007-0002","AQS","38","22"
"02/02/2010","38","Ozone","PAINTED CANYON","38-007-0002","AQS","38","."
"02/03/2010","38","Ozone","PAINTED CANYON","38-007-0002","AQS","38","."
"02/04/2010","55","PM2.5","PAINTED CANYON","38-007-0002","AQS","39","55"
"02/05/2010","39","Ozone","PAINTED CANYON","38-007-0002","AQS","39","."
"02/06/2010","41","Ozone","PAINTED CANYON","38-007-0002","AQS","41","."
"02/07/2010","52","PM2.5","PAINTED CANYON","38-007-0002","AQS","40","52"
"02/08/2010","33","Ozone","PAINTED CANYON","38-007-0002","AQS","33","."
"02/09/2010","39","Ozone","PAINTED CANYON","38-007-0002","AQS","39","."
"02/10/2010","39","Ozone","PAINTED CANYON","38-007-0002","AQS","39","18"
"02/11/2010","40","Ozone","PAINTED CANYON","38-007-0002","AQS","40","."
"02/12/2010","44","Ozone","PAINTED CANYON","38-007-0002","AQS","44","."
"02/13/2010","37","Ozone","PAINTED CANYON","38-007-0002","AQS","37","30"
"02/14/2010","39","Ozone","PAINTED CANYON","38-007-0002","AQS","39","."
"02/15/2010","43","Ozone","PAINTED CANYON","38-007-0002","AQS","43","."
"02/16/2010","43","Ozone","PAINTED CANYON","38-007-0002","AQS","43","10"
"02/17/2010","42","Ozone","PAINTED CANYON","38-007-0002","AQS","42","."
"02/18/2010","41","Ozone","PAINTED CANYON","38-007-0002","AQS","41","."
"02/19/2010","42","Ozone","PAINTED CANYON","38-007-0002","AQS","42","25"
"02/20/2010","42","Ozone","PAINTED CANYON","38-007-0002","AQS","42","."
"02/21/2010","43","Ozone","PAINTED CANYON","38-007-0002","AQS","43","."
"02/22/2010","44","Ozone","PAINTED CANYON","38-007-0002","AQS","44","22"
"02/23/2010","40","Ozone","PAINTED CANYON","38-007-0002","AQS","40","."
"02/24/2010","44","Ozone","PAINTED CANYON","38-007-0002","AQS","44","."
"02/25/2010","47","Ozone","PAINTED CANYON","38-007-0002","AQS","47","35"
"02/26/2010","44","Ozone","PAINTED CANYON","38-007-0002","AQS","44","."
"02/27/2010","45","Ozone","PAINTED CANYON","38-007-0002","AQS","45","."
"02/28/2010","49","Ozone","PAINTED CANYON","38-007-0002","AQS","49","45"
"03/01/2010","44","Ozone","PAINTED CANYON","38-007-0002","AQS","44","."
"03/02/2010","42","Ozone","PAINTED CANYON","38-007-0002","AQS","42","."
