datetimeUTC,California,Texas,North Dakota,Wyoming,Pennsylvania,West Virginia,Oklahoma,Florida,New York,Ohio
2000-01-01 00:00:00+00:00,20.628,19.57619047619048,25.82777777777778,34.785555555555554,45.74583333333334,19.02,0.0,1.6666666666666667,6.983333333333333,7.666666666666667
2000-02-01 00:00:00+00:00,20.628,19.57619047619048,25.82777777777778,34.785555555555554,45.74583333333334,19.02,0.0,1.6666666666666667,6.983333333333333,7.666666666666667
2000-03-01 00:00:00+00:00,20.628,19.57619047619048,25.82777777777778,34.785555555555554,45.74583333333334,19.02,0.0,1.6666666666666667,6.983333333333333,7.666666666666667
2000-04-01 00:00:00+00:00,20.628,19.57619047619048,25.82777777777778,34.785555555555554,45.74583333333334,19.02,0.0,1.6666666666666667,6.983333333333333,7.666666666666667
2000-05-01 00:00:00+00:00,20.628,19.57619047619048,25.82777777777778,34.785555555555554,45.74583333333334,19.02,0.0,1.6666666666666667,6.983333333333333,7.666666666666667
2000-06-01 00:00:00+00:00,20.628,19.57619047619048,25.82777777777778,34.785555555555554,45.74583333333334,19.02,0.0,1.6666666666666667,6.983333333333333,7.666666666666667
2000-07-01 00:00:00+00:00,20.628,19.57619047619048,25.82777777777778,34.785555555555554,45.74583333333334,19.02,0.0,1.6666666666666667,6.983333333333333,7.666666666666667
2000-08-01 00:00:00+00:00,20.628,19.57619047619048,25.82777777777778,34.785555555555554,45.74583333333334,19.02,0.0,1.6666666666666667,6.983333333333333,7.666666666666667
2000-09-01 00:00:00+00:00,20.628,19.57619047619048,25.82777777777778,34.785555555555554,45.74583333333334,19.02,0.0,1.6666666666666667,6.983333333333333,7.666666666666667
2000-10-01 00:00:00+00:00,20.628,19.57619047619048,25.82777777777778,34.785555555555554,45.74583333333334,19.02,0.0,1.6666666666666667,6.983333333333333,7.666666666666667
2000-11-01 00:00:00+00:00,20.628,19.57619047619048,25.82777777777778,34.785555555555554,45.74583333333334,19.02,0.0,1.6666666666666667,6.983333333333333,7.666666666666667
2000-12-01 00:00:00+00:00,20.628,19.57619047619048,25.82777777777778,34.785555555555554,45.74583333333334,19.02,0.0,1.6666666666666667,6.983333333333333,7.666666666666667
2001-01-01 00:00:00+00:00,20.628,19.57619047619048,25.82777777777778,34.785555555555554,45.74583333333334,19.02,0.0,1.6666666666666667,6.983333333333333,7.666666666666667
2001-02-01 00:00:00+00:00,20.628,19.57619047619048,25.82777777777778,34.785555555555554,45.74583333333334,19.02,0.0,1.6666666666666667,6.983333333333333,7.666666666666667
2001-03-01 00:00:00+00:00,20.628,19.57619047619048,25.82777777777778,34.785555555555554,45.74583333333334,19.02,0.0,1.6666666666666667,6.983333333333333,7.666666666666667
2001-04-01 00:00:00+00:00,20.628,19.57619047619048,25.82777777777778,34.785555555555554,45.74583333333334,19.02,0.0,1.6666666666666667,6.983333333333333,7.666666666666667
2001-05-01 00:00:00+00:00,20.628,19.57619047619048,25.82777777777778,34.785555555555554,45.74583333333334,19.02,0.0,1.6666666666666667,6.983333333333333,7.666666666666667
2001-06-01 00:00:00+00:00,20.628,19.57619047619048,25.82777777777778,34.785555555555554,45.74583333333334,19.02,0.0,1.6666666666666667,6.983333333333333,7.666666666666667
2001-07-01 00:00:00+00:00,20.628,19.57619047619048,25.82777777777778,34.785555555555554,45.74583333333334,19.02,0.0,1.6666666666666667,6.983333333333333,7.666666666666667
2001-08-01 00:00:00+00:00,20.628,19.57619047619048,25.82777777777778,34.785555555555554,45.74583333333334,19.02,0.0,1.6666666666666667,6.983333333333333,7.666666666666667
2001-09-01 00:00:00+00:00,20.628,19.57619047619048,25.82777777777778,34.785555555555554,45.74583333333334,19.02,0.0,1.6666666666666667,6.983333333333333,7.666666666666667
2001-10-01 00:00:00+00:00,20.628,19.57619047619048,25.82777777777778,34.785555555555554,45.74583333333334,19.02,0.0,1.6666666666666667,6.983333333333333,7.666666666666667
2001-11-01 00:00:00+00:00,20.628,19.57619047619048,25.82777777777778,34.785555555555554,45.74583333333334,19.02,0.0,1.6666666666666667,6.983333333333333,7.666666666666667
2001-12-01 00:00:00+00:00,20.628,19.57619047619048,25.82777777777778,34.785555555555554,45.74583333333334,19.02,0.0,1.6666666666666667,6.983333333333333,7.666666666666667
2002-01-01 00:00:00+00:00,15.961021505376344,19.57619047619048,25.82777777777778,34.785555555555554,45.74583333333334,19.02,0.0,1.6666666666666667,6.983333333333333,7.666666666666667
2002-02-01 00:00:00+00:00,46.97202380952381,19.57619047619048,25.82777777777778,34.785555555555554,45.74583333333334,19.02,0.0,1.6666666666666667,6.983333333333333,7.666666666666667
2002-03-01 00:00:00+00:00,27.955376344086023,19.57619047619048,25.82777777777778,34.785555555555554,45.74583333333334,19.02,0.0,1.6666666666666667,6.983333333333333,7.666666666666667
2002-04-01 00:00:00+00:00,45.18055555555555,19.57619047619048,25.82777777777778,34.785555555555554,45.74583333333334,19.02,0.0,1.6666666666666667,6.983333333333333,7.666666666666667
2002-05-01 00:00:00+00:00,22.28333333333333,19.57619047619048,25.82777777777778,34.785555555555554,45.74583333333334,19.02,0.0,1.6666666666666667,6.983333333333333,7.666666666666667
2002-06-01 00:00:00+00:00,18.74458333333333,19.57619047619048,25.82777777777778,34.785555555555554,45.74583333333334,19.02,0.0,6.5,6.983333333333333,7.666666666666667
2002-07-01 00:00:00+00:00,7.214381720430108,19.57619047619048,25.82777777777778,34.785555555555554,45.74583333333334,19.02,0.0,14.462903225806452,6.983333333333333,7.666666666666667
