"Notes"	"State"	"State Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"Jan., 1999"	"1999/01"	453	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 1999"	"1999/02"	381	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 1999"	"1999/03"	574	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 1999"	"1999/04"	415	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 1999"	"1999/05"	330	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 1999"	"1999/06"	276	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 1999"	"1999/07"	300	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 1999"	"1999/08"	284	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 1999"	"1999/09"	260	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 1999"	"1999/10"	285	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 1999"	"1999/11"	306	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 1999"	"1999/12"	481	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2000"	"2000/01"	634	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2000"	"2000/02"	420	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2000"	"2000/03"	360	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2000"	"2000/04"	325	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2000"	"2000/05"	279	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2000"	"2000/06"	302	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2000"	"2000/07"	291	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2000"	"2000/08"	255	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2000"	"2000/09"	261	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2000"	"2000/10"	282	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2000"	"2000/11"	272	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2000"	"2000/12"	398	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2001"	"2001/01"	479	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2001"	"2001/02"	391	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2001"	"2001/03"	415	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2001"	"2001/04"	371	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2001"	"2001/05"	380	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2001"	"2001/06"	296	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2001"	"2001/07"	293	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2001"	"2001/08"	262	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2001"	"2001/09"	282	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2001"	"2001/10"	321	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2001"	"2001/11"	357	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2001"	"2001/12"	383	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2002"	"2002/01"	441	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2002"	"2002/02"	460	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2002"	"2002/03"	518	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2002"	"2002/04"	357	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2002"	"2002/05"	338	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2002"	"2002/06"	311	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2002"	"2002/07"	341	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2002"	"2002/08"	283	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2002"	"2002/09"	313	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2002"	"2002/10"	283	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2002"	"2002/11"	395	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2002"	"2002/12"	431	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2003"	"2003/01"	443	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2003"	"2003/02"	427	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2003"	"2003/03"	416	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2003"	"2003/04"	340	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2003"	"2003/05"	352	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2003"	"2003/06"	339	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2003"	"2003/07"	301	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2003"	"2003/08"	301	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2003"	"2003/09"	300	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2003"	"2003/10"	343	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2003"	"2003/11"	377	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2003"	"2003/12"	569	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2004"	"2004/01"	546	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2004"	"2004/02"	389	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2004"	"2004/03"	404	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2004"	"2004/04"	360	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2004"	"2004/05"	340	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2004"	"2004/06"	299	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2004"	"2004/07"	314	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2004"	"2004/08"	291	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2004"	"2004/09"	300	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2004"	"2004/10"	297	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2004"	"2004/11"	332	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2004"	"2004/12"	399	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2005"	"2005/01"	370	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2005"	"2005/02"	472	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2005"	"2005/03"	499	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2005"	"2005/04"	386	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2005"	"2005/05"	342	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2005"	"2005/06"	348	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2005"	"2005/07"	304	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2005"	"2005/08"	311	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2005"	"2005/09"	280	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2005"	"2005/10"	308	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2005"	"2005/11"	353	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2005"	"2005/12"	401	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2006"	"2006/01"	400	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2006"	"2006/02"	399	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2006"	"2006/03"	442	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2006"	"2006/04"	340	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2006"	"2006/05"	360	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2006"	"2006/06"	293	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2006"	"2006/07"	283	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2006"	"2006/08"	313	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2006"	"2006/09"	282	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2006"	"2006/10"	315	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2006"	"2006/11"	323	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2006"	"2006/12"	361	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2007"	"2007/01"	439	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2007"	"2007/02"	407	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2007"	"2007/03"	446	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2007"	"2007/04"	358	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2007"	"2007/05"	372	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2007"	"2007/06"	293	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2007"	"2007/07"	339	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2007"	"2007/08"	339	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2007"	"2007/09"	323	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2007"	"2007/10"	346	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2007"	"2007/11"	359	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2007"	"2007/12"	400	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2008"	"2008/01"	424	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2008"	"2008/02"	497	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2008"	"2008/03"	463	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2008"	"2008/04"	409	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2008"	"2008/05"	373	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2008"	"2008/06"	314	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2008"	"2008/07"	336	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2008"	"2008/08"	352	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2008"	"2008/09"	325	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2008"	"2008/10"	309	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2008"	"2008/11"	347	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2008"	"2008/12"	451	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2009"	"2009/01"	415	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2009"	"2009/02"	380	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2009"	"2009/03"	420	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2009"	"2009/04"	389	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2009"	"2009/05"	382	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2009"	"2009/06"	358	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2009"	"2009/07"	369	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2009"	"2009/08"	358	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2009"	"2009/09"	347	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2009"	"2009/10"	445	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2009"	"2009/11"	365	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2009"	"2009/12"	483	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2010"	"2010/01"	467	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2010"	"2010/02"	450	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2010"	"2010/03"	477	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2010"	"2010/04"	431	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2010"	"2010/05"	390	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2010"	"2010/06"	368	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2010"	"2010/07"	339	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2010"	"2010/08"	324	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2010"	"2010/09"	365	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2010"	"2010/10"	396	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2010"	"2010/11"	365	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2010"	"2010/12"	490	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2011"	"2011/01"	519	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2011"	"2011/02"	438	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2011"	"2011/03"	474	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2011"	"2011/04"	397	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2011"	"2011/05"	395	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2011"	"2011/06"	344	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2011"	"2011/07"	389	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2011"	"2011/08"	393	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2011"	"2011/09"	365	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2011"	"2011/10"	378	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2011"	"2011/11"	396	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2011"	"2011/12"	451	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2012"	"2012/01"	463	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2012"	"2012/02"	412	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2012"	"2012/03"	447	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2012"	"2012/04"	384	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2012"	"2012/05"	388	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2012"	"2012/06"	386	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2012"	"2012/07"	367	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2012"	"2012/08"	440	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2012"	"2012/09"	350	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2012"	"2012/10"	393	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2012"	"2012/11"	469	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2012"	"2012/12"	573	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2013"	"2013/01"	622	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2013"	"2013/02"	482	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2013"	"2013/03"	495	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2013"	"2013/04"	464	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2013"	"2013/05"	393	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2013"	"2013/06"	344	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2013"	"2013/07"	326	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2013"	"2013/08"	340	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2013"	"2013/09"	371	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2013"	"2013/10"	384	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2013"	"2013/11"	412	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2013"	"2013/12"	536	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2014"	"2014/01"	593	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2014"	"2014/02"	466	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2014"	"2014/03"	415	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2014"	"2014/04"	394	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2014"	"2014/05"	411	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2014"	"2014/06"	398	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2014"	"2014/07"	376	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2014"	"2014/08"	386	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2014"	"2014/09"	393	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2014"	"2014/10"	368	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2014"	"2014/11"	467	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2014"	"2014/12"	563	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2015"	"2015/01"	620	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2015"	"2015/02"	569	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2015"	"2015/03"	566	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2015"	"2015/04"	492	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2015"	"2015/05"	458	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2015"	"2015/06"	419	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2015"	"2015/07"	396	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2015"	"2015/08"	394	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2015"	"2015/09"	358	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2015"	"2015/10"	404	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2015"	"2015/11"	436	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2015"	"2015/12"	488	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2016"	"2016/01"	502	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2016"	"2016/02"	490	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2016"	"2016/03"	567	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2016"	"2016/04"	461	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2016"	"2016/05"	467	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2016"	"2016/06"	402	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2016"	"2016/07"	417	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2016"	"2016/08"	406	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2016"	"2016/09"	401	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2016"	"2016/10"	459	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2016"	"2016/11"	458	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2016"	"2016/12"	550	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2017"	"2017/01"	573	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2017"	"2017/02"	585	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2017"	"2017/03"	563	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2017"	"2017/04"	487	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2017"	"2017/05"	447	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2017"	"2017/06"	409	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2017"	"2017/07"	439	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2017"	"2017/08"	477	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2017"	"2017/09"	444	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2017"	"2017/10"	451	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2017"	"2017/11"	470	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2017"	"2017/12"	632	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2018"	"2018/01"	869	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2018"	"2018/02"	566	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2018"	"2018/03"	545	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2018"	"2018/04"	531	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2018"	"2018/05"	511	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2018"	"2018/06"	430	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2018"	"2018/07"	435	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2018"	"2018/08"	443	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2018"	"2018/09"	432	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2018"	"2018/10"	435	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2018"	"2018/11"	436	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2018"	"2018/12"	560	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2019"	"2019/01"	613	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2019"	"2019/02"	525	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2019"	"2019/03"	518	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2019"	"2019/04"	487	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2019"	"2019/05"	499	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2019"	"2019/06"	446	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2019"	"2019/07"	392	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2019"	"2019/08"	437	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2019"	"2019/09"	439	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2019"	"2019/10"	434	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2019"	"2019/11"	476	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2019"	"2019/12"	549	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2020 "	"2020/01"	577	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2020 "	"2020/02"	548	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2020 "	"2020/03"	583	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2020 "	"2020/04"	470	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2020 "	"2020/05"	438	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2020 "	"2020/06"	408	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2020 "	"2020/07"	477	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2020 "	"2020/08"	474	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2020 "	"2020/09"	458	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2020 "	"2020/10"	448	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2020 "	"2020/11"	422	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2020 "	"2020/12"	521	Not Applicable	Not Applicable
"Total"	"Alabama"	"01"			108382	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jan., 1999"	"1999/01"	27	Not Applicable	Not Applicable
	"Alaska"	"02"	"Feb., 1999"	"1999/02"	31	Not Applicable	Not Applicable
	"Alaska"	"02"	"Mar., 1999"	"1999/03"	20	Not Applicable	Not Applicable
	"Alaska"	"02"	"Apr., 1999"	"1999/04"	23	Not Applicable	Not Applicable
	"Alaska"	"02"	"May, 1999"	"1999/05"	14	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jun., 1999"	"1999/06"	15	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jul., 1999"	"1999/07"	11	Not Applicable	Not Applicable
	"Alaska"	"02"	"Aug., 1999"	"1999/08"	15	Not Applicable	Not Applicable
	"Alaska"	"02"	"Sep., 1999"	"1999/09"	15	Not Applicable	Not Applicable
	"Alaska"	"02"	"Oct., 1999"	"1999/10"	19	Not Applicable	Not Applicable
	"Alaska"	"02"	"Nov., 1999"	"1999/11"	19	Not Applicable	Not Applicable
	"Alaska"	"02"	"Dec., 1999"	"1999/12"	21	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jan., 2000"	"2000/01"	26	Not Applicable	Not Applicable
	"Alaska"	"02"	"Feb., 2000"	"2000/02"	11	Not Applicable	Not Applicable
	"Alaska"	"02"	"Mar., 2000"	"2000/03"	18	Not Applicable	Not Applicable
	"Alaska"	"02"	"Apr., 2000"	"2000/04"	18	Not Applicable	Not Applicable
	"Alaska"	"02"	"May, 2000"	"2000/05"	16	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jun., 2000"	"2000/06"	17	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jul., 2000"	"2000/07"	21	Not Applicable	Not Applicable
	"Alaska"	"02"	"Sep., 2000"	"2000/09"	15	Not Applicable	Not Applicable
	"Alaska"	"02"	"Oct., 2000"	"2000/10"	19	Not Applicable	Not Applicable
	"Alaska"	"02"	"Nov., 2000"	"2000/11"	20	Not Applicable	Not Applicable
	"Alaska"	"02"	"Dec., 2000"	"2000/12"	21	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jan., 2001"	"2001/01"	14	Not Applicable	Not Applicable
	"Alaska"	"02"	"Feb., 2001"	"2001/02"	16	Not Applicable	Not Applicable
	"Alaska"	"02"	"Mar., 2001"	"2001/03"	21	Not Applicable	Not Applicable
	"Alaska"	"02"	"Apr., 2001"	"2001/04"	25	Not Applicable	Not Applicable
	"Alaska"	"02"	"May, 2001"	"2001/05"	11	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jun., 2001"	"2001/06"	25	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jul., 2001"	"2001/07"	16	Not Applicable	Not Applicable
	"Alaska"	"02"	"Aug., 2001"	"2001/08"	16	Not Applicable	Not Applicable
	"Alaska"	"02"	"Sep., 2001"	"2001/09"	18	Not Applicable	Not Applicable
	"Alaska"	"02"	"Oct., 2001"	"2001/10"	26	Not Applicable	Not Applicable
	"Alaska"	"02"	"Nov., 2001"	"2001/11"	20	Not Applicable	Not Applicable
	"Alaska"	"02"	"Dec., 2001"	"2001/12"	18	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jan., 2002"	"2002/01"	21	Not Applicable	Not Applicable
	"Alaska"	"02"	"Feb., 2002"	"2002/02"	21	Not Applicable	Not Applicable
	"Alaska"	"02"	"Mar., 2002"	"2002/03"	20	Not Applicable	Not Applicable
	"Alaska"	"02"	"Apr., 2002"	"2002/04"	18	Not Applicable	Not Applicable
	"Alaska"	"02"	"May, 2002"	"2002/05"	14	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jun., 2002"	"2002/06"	19	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jul., 2002"	"2002/07"	15	Not Applicable	Not Applicable
	"Alaska"	"02"	"Aug., 2002"	"2002/08"	19	Not Applicable	Not Applicable
	"Alaska"	"02"	"Sep., 2002"	"2002/09"	25	Not Applicable	Not Applicable
	"Alaska"	"02"	"Oct., 2002"	"2002/10"	21	Not Applicable	Not Applicable
	"Alaska"	"02"	"Nov., 2002"	"2002/11"	25	Not Applicable	Not Applicable
